preprocessor,sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
Baseline_NoOp,5486002,860,547,292,20,249,3,252,184,65,0,0.00016960
Baseline_NoOp,5502000,852,522,314,16,251,3,254,186,65,0,0.00017080
Baseline_NoOp,5652001,725,429,282,14,253,3,256,188,65,0,0.00017200
Baseline_NoOp,5694002,1959,518,1419,21,248,5,253,183,65,0,0.00017380
Baseline_NoOp,5816002,767,498,252,16,251,3,254,186,65,128,0.00017848
Baseline_NoOp,5992000,911,515,380,15,249,3,252,184,65,0,0.00016960
Baseline_NoOp,6040004,944,479,454,10,253,3,256,188,65,0,0.00017200
Baseline_NoOp,6471007,811,430,261,119,249,13,262,184,65,128,0.00020128
Baseline_NoOp,6580000,2504,618,1854,32,250,3,253,185,65,128,0.00017788
Baseline_NoOp,6580003,1063,651,399,12,251,3,254,186,65,0,0.00017080
Baseline_NoOp,6771003,1034,479,536,18,249,3,252,184,65,0,0.00016960
Baseline_NoOp,6871002,977,624,332,19,248,4,252,183,65,0,0.00017140
Baseline_NoOp,7072001,924,383,523,18,251,4,255,186,65,128,0.00018088
Baseline_NoOp,7570002,807,472,322,12,249,3,252,184,65,128,0.00017728
Baseline_NoOp,7726000,1274,753,508,12,250,3,253,185,65,128,0.00017788
Baseline_NoOp,7938001,1110,508,584,17,248,3,251,183,65,0,0.00016900
Baseline_NoOp,7938006,848,506,326,14,258,3,261,193,65,0,0.00017500
Baseline_NoOp,7938007,968,670,284,12,254,3,257,189,65,0,0.00017260
Downsampler,338002,504,151,334,17,249,4,253,184,65,128,0.00017968
Downsampler,387002,479,152,309,16,255,3,258,190,65,0,0.00017320
Downsampler,486003,404,162,230,11,251,3,254,186,65,128,0.00017848
Downsampler,699002,417,148,254,14,249,3,252,184,65,0,0.00016960
Downsampler,1000004,432,154,266,10,250,3,253,185,65,128,0.00017788
Downsampler,1205000,478,153,308,16,251,4,255,186,65,0,0.00017320
Downsampler,1342027,406,151,243,11,250,3,253,185,65,0,0.00017020
Downsampler,1342078,685,145,527,12,254,3,257,189,65,128,0.00018028
Downsampler,1398001,595,152,433,9,254,3,257,189,65,128,0.00018028
Downsampler,1503002,450,154,269,26,248,3,251,183,65,0,0.00016900
Downsampler,1503003,393,153,227,11,259,3,262,194,65,0,0.00017560
Downsampler,1525025,511,157,336,16,251,3,254,186,65,128,0.00017848
Downsampler,2006001,422,162,241,18,250,4,254,185,65,128,0.00018028
Downsampler,2295000,507,153,340,13,253,3,256,188,65,0,0.00017200
Downsampler,3255000,483,159,305,18,255,3,258,190,65,0,0.00017320
Downsampler,3378000,479,149,315,14,250,3,253,185,65,0,0.00017020
Downsampler,3693000,596,146,434,15,250,4,254,185,65,128,0.00018028
Downsampler,3703001,445,166,266,12,249,4,253,184,65,128,0.00017968
Downsampler,3711010,386,144,227,14,250,3,253,185,65,128,0.00017788
Downsampler,3716000,518,159,328,29,248,4,252,183,65,0,0.00017140
Downsampler,3742003,1366,147,1214,5,250,3,253,185,65,128,0.00017788
Downsampler,3939000,495,148,335,11,252,3,255,187,65,0,0.00017140
Downsampler,3939001,654,155,485,14,250,3,253,185,65,128,0.00017788
Downsampler,3939002,718,157,550,10,251,3,254,186,65,128,0.00017848
Downsampler,3947006,430,259,151,19,251,4,255,186,65,128,0.00018088
Downsampler,3983001,494,160,315,17,253,4,257,188,65,0,0.00017440
Downsampler,4265001,458,154,289,14,250,3,253,185,65,128,0.00017788
Downsampler,4554002,551,151,379,20,250,4,254,185,65,128,0.00018028
Downsampler,5060000,465,163,302,0,254,3,257,189,65,128,0.00018028
Downsampler,5123004,488,160,307,20,251,4,255,186,65,128,0.00018088
Downsampler,5385001,526,145,364,15,251,3,254,186,65,128,0.00017848
Downsampler,5388002,450,158,269,22,248,4,252,183,65,128,0.00017908
Downsampler,5486002,478,158,307,12,249,3,252,184,65,128,0.00017728
Downsampler,5502000,356,147,194,15,251,3,254,186,65,0,0.00017080
Downsampler,5652001,508,146,340,20,253,4,257,188,65,0,0.00017440
Downsampler,5694002,481,145,311,24,248,5,253,183,65,128,0.00018148
Downsampler,5816002,510,155,343,12,251,3,254,186,65,128,0.00017848
Downsampler,5992000,418,158,244,14,249,3,252,184,65,128,0.00017728
Downsampler,6040004,503,158,343,1,253,3,256,188,65,128,0.00017968
Downsampler,6471007,547,152,290,104,249,18,267,184,65,128,0.00021328
Downsampler,6580000,435,158,266,9,250,3,253,185,65,0,0.00017020
Downsampler,6580003,682,157,512,12,251,3,254,186,65,0,0.00017080
Downsampler,6771003,712,164,524,23,249,3,252,184,65,128,0.00017728
Downsampler,6871002,546,153,367,24,248,4,252,183,65,0,0.00017140
Downsampler,7072001,463,145,296,21,251,4,255,186,65,0,0.00017320
Downsampler,7570002,628,174,443,10,249,3,252,184,65,128,0.00017728
Downsampler,7726000,438,160,264,13,250,3,253,185,65,128,0.00017788
Downsampler,7938001,469,142,312,15,248,3,251,183,65,128,0.00017668
Downsampler,7938006,392,154,225,12,258,3,261,193,65,192,0.00018652
Downsampler,7938007,427,149,262,14,254,3,257,189,65,128,0.00018028
Grayscale,338002,609,317,277,13,249,3,252,184,65,128,0.00017728
Grayscale,387002,783,402,363,18,255,3,258,190,65,0,0.00017320
Grayscale,486003,677,380,277,20,251,3,254,186,65,128,0.00017848
Grayscale,699002,431,181,226,24,249,3,252,184,65,128,0.00017728
Grayscale,1000004,827,438,378,10,250,3,253,185,65,128,0.00017788
Grayscale,1205000,724,428,274,22,251,4,255,186,65,128,0.00018088
Grayscale,1342027,783,398,370,13,250,3,253,185,65,128,0.00017788
Grayscale,1342078,943,391,538,13,254,3,257,189,65,0,0.00017260
Grayscale,1398001,1151,392,739,19,254,3,257,189,65,128,0.00018028
Grayscale,1503002,498,181,300,16,248,3,251,183,65,0,0.00016900
Grayscale,1503003,1162,672,476,13,259,3,262,194,65,192,0.00018712
Grayscale,1525025,654,306,331,15,251,3,254,186,65,128,0.00017848
Grayscale,2006001,998,446,532,19,250,4,254,185,65,128,0.00018028
Grayscale,2295000,770,368,382,19,253,3,256,188,65,128,0.00017968
Grayscale,3255000,868,326,527,14,255,3,258,190,65,128,0.00018088
Grayscale,3378000,853,357,482,13,250,3,253,185,65,128,0.00017788
Grayscale,3693000,722,404,303,13,250,4,254,185,65,128,0.00018028
Grayscale,3703001,872,394,460,18,249,4,253,184,65,128,0.00017968
Grayscale,3711010,678,327,332,18,250,4,254,185,65,128,0.00018028
Grayscale,3716000,733,344,373,15,248,3,251,183,65,0,0.00016900
Grayscale,3742003,825,304,507,13,250,3,253,185,65,128,0.00017788
Grayscale,3939000,718,325,379,13,252,3,255,187,65,0,0.00017140
Grayscale,3939001,683,328,341,13,250,3,253,185,65,128,0.00017788
Grayscale,3939002,920,392,512,15,251,3,254,186,65,128,0.00017848
Grayscale,3947006,818,409,373,35,251,4,255,186,65,128,0.00018088
Grayscale,3983001,1062,415,628,19,253,4,257,188,65,128,0.00018208
Grayscale,4265001,742,426,297,18,250,4,254,185,65,128,0.00018028
Grayscale,4554002,586,196,371,18,250,4,254,185,65,128,0.00018028
Grayscale,5060000,683,404,264,15,254,3,257,189,65,128,0.00018028
Grayscale,5123004,770,384,362,22,251,4,255,186,65,128,0.00018088
Grayscale,5385001,899,394,489,15,251,3,254,186,65,128,0.00017848
Grayscale,5388002,946,394,525,26,248,4,252,183,65,128,0.00017908
Grayscale,5486002,636,309,314,12,249,3,252,184,65,128,0.00017728
Grayscale,5502000,611,293,300,17,251,4,255,186,65,128,0.00018088
Grayscale,5652001,670,287,372,10,253,3,256,188,65,128,0.00017968
Grayscale,5694002,789,437,323,28,248,4,252,183,65,128,0.00017908
Grayscale,5816002,591,308,267,14,251,3,254,186,65,128,0.00017848
Grayscale,5992000,743,313,415,15,249,3,252,184,65,128,0.00017728
Grayscale,6040004,847,311,536,0,253,3,256,188,65,128,0.00017968
Grayscale,6471007,1102,286,701,114,249,13,262,184,65,128,0.00020128
Grayscale,6580000,687,401,271,13,250,3,253,185,65,128,0.00017788
Grayscale,6580003,870,400,454,15,251,3,254,186,65,128,0.00017848
Grayscale,6771003,2185,298,1875,11,249,3,252,184,65,128,0.00017728
Grayscale,6871002,1735,302,1421,10,248,4,252,183,65,128,0.00017908
Grayscale,7072001,439,197,225,16,251,4,255,186,65,128,0.00018088
Grayscale,7570002,585,311,258,15,249,3,252,184,65,128,0.00017728
Grayscale,7726000,693,414,266,11,250,3,253,185,65,128,0.00017788
Grayscale,7938001,693,432,249,11,248,3,251,183,65,128,0.00017668
Grayscale,7938006,757,433,311,13,258,3,261,193,65,0,0.00017500
Grayscale,7938007,815,438,361,15,254,3,257,189,65,128,0.00018028
Jpeg_Q85,338002,597,332,233,31,249,3,252,184,65,128,0.00017728
Jpeg_Q85,387002,743,472,244,25,255,3,258,190,65,128,0.00018088
Jpeg_Q85,486003,862,545,297,19,251,3,254,186,65,128,0.00017848
Jpeg_Q85,699002,502,184,303,13,249,3,252,184,65,0,0.00016960
Jpeg_Q85,1000004,822,506,300,15,250,3,253,185,65,0,0.00017020
Jpeg_Q85,1205000,1002,468,513,21,251,4,255,186,65,128,0.00018088
Jpeg_Q85,1342027,737,444,277,14,250,3,253,185,65,128,0.00017788
Jpeg_Q85,1342078,735,420,300,14,254,3,257,189,65,128,0.00018028
Jpeg_Q85,1398001,851,436,397,16,254,3,257,189,65,128,0.00018028
Jpeg_Q85,1503002,520,249,257,13,248,3,251,183,65,128,0.00017668
Jpeg_Q85,1503003,458,200,245,13,259,3,262,194,65,192,0.00018712
Jpeg_Q85,1525025,609,326,259,23,251,3,254,186,65,128,0.00017848
Jpeg_Q85,2006001,782,440,312,30,250,5,255,185,65,128,0.00018268
Jpeg_Q85,2295000,709,425,271,12,253,3,256,188,65,128,0.00017968
Jpeg_Q85,3255000,1798,396,1377,24,255,3,258,190,65,0,0.00017320
Jpeg_Q85,3378000,696,386,292,16,250,3,253,185,65,128,0.00017788
Jpeg_Q85,3693000,1080,486,545,48,250,5,255,185,65,128,0.00018268
Jpeg_Q85,3703001,949,439,490,19,249,4,253,184,65,128,0.00017968
Jpeg_Q85,3711010,1571,387,1176,8,250,3,253,185,65,0,0.00017020
Jpeg_Q85,3716000,722,417,292,12,248,3,251,183,65,128,0.00017668
Jpeg_Q85,3742003,674,332,323,17,250,4,254,185,65,128,0.00018028
Jpeg_Q85,3939000,707,411,279,16,252,3,255,187,65,128,0.00017908
Jpeg_Q85,3939001,786,385,387,13,250,3,253,185,65,128,0.00017788
Jpeg_Q85,3939002,735,417,299,18,251,3,254,186,65,128,0.00017848
Jpeg_Q85,3947006,779,415,342,21,251,4,255,186,65,128,0.00018088
Jpeg_Q85,3983001,751,449,278,23,253,4,257,188,65,128,0.00018208
Jpeg_Q85,4265001,740,435,284,19,250,4,254,185,65,128,0.00018028
Jpeg_Q85,4554002,518,201,295,21,250,4,254,185,65,128,0.00018028
Jpeg_Q85,5060000,1014,464,533,16,254,3,257,189,65,128,0.00018028
Jpeg_Q85,5123004,1388,479,893,15,251,4,255,186,65,128,0.00018088
Jpeg_Q85,5385001,678,421,244,12,251,3,254,186,65,128,0.00017848
Jpeg_Q85,5388002,1658,427,1205,24,248,4,252,183,65,128,0.00017908
Jpeg_Q85,5486002,988,413,561,13,249,3,252,184,65,128,0.00017728
Jpeg_Q85,5502000,831,342,477,11,251,3,254,186,65,128,0.00017848
Jpeg_Q85,5652001,618,308,289,20,253,3,256,188,65,128,0.00017968
Jpeg_Q85,5694002,966,614,332,20,248,5,253,183,65,128,0.00018148
Jpeg_Q85,5816002,637,345,279,12,251,3,254,186,65,128,0.00017848
Jpeg_Q85,5992000,1562,411,1136,14,249,3,252,184,65,0,0.00016960
Jpeg_Q85,6040004,1036,398,628,9,253,3,256,188,65,128,0.00017968
Jpeg_Q85,6471007,1052,293,623,136,249,25,274,184,65,128,0.00023008
Jpeg_Q85,6580000,849,452,381,16,250,3,253,185,65,128,0.00017788
Jpeg_Q85,6580003,3613,451,3144,17,251,3,254,186,65,128,0.00017848
Jpeg_Q85,6771003,829,327,488,12,249,3,252,184,65,128,0.00017728
Jpeg_Q85,6871002,657,403,232,20,248,4,252,183,65,128,0.00017908
Jpeg_Q85,7072001,611,297,290,23,251,4,255,186,65,128,0.00018088
Jpeg_Q85,7570002,685,407,266,10,249,3,252,184,65,128,0.00017728
Jpeg_Q85,7726000,954,420,521,12,250,3,253,185,65,128,0.00017788
Jpeg_Q85,7938001,1634,468,1149,16,248,3,251,183,65,128,0.00017668
Jpeg_Q85,7938006,888,489,379,19,258,3,261,193,65,192,0.00018652
Jpeg_Q85,7938007,1021,477,529,13,254,3,257,189,65,128,0.00018028
WebP_Lossy_Q85,338002,781,367,400,14,249,3,252,184,65,128,0.00017728
WebP_Lossy_Q85,387002,931,475,439,17,255,3,258,190,65,128,0.00018088
WebP_Lossy_Q85,486003,849,556,281,12,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,699002,569,262,293,13,249,3,252,184,65,128,0.00017728
WebP_Lossy_Q85,1000004,723,482,223,17,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,1205000,827,489,318,19,251,4,255,186,65,128,0.00018088
WebP_Lossy_Q85,1342027,686,345,329,10,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,1342078,864,408,437,17,254,3,257,189,65,128,0.00018028
WebP_Lossy_Q85,1398001,980,438,525,16,254,3,257,189,65,128,0.00018028
WebP_Lossy_Q85,1503002,525,214,297,13,248,3,251,183,65,128,0.00017668
WebP_Lossy_Q85,1503003,500,228,262,8,259,3,262,194,65,192,0.00018712
WebP_Lossy_Q85,1525025,856,324,519,11,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,2006001,805,352,430,22,250,4,254,185,65,128,0.00018028
WebP_Lossy_Q85,2295000,697,397,284,15,253,3,256,188,65,128,0.00017968
WebP_Lossy_Q85,3255000,1730,377,1339,13,255,3,258,190,65,128,0.00018088
WebP_Lossy_Q85,3378000,749,344,393,11,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,3693000,640,353,265,21,250,4,254,185,65,128,0.00018028
WebP_Lossy_Q85,3703001,933,450,460,22,249,5,254,184,65,128,0.00018208
WebP_Lossy_Q85,3711010,826,326,498,1,250,3,253,185,65,0,0.00017020
WebP_Lossy_Q85,3716000,1512,429,1073,9,248,3,251,183,65,128,0.00017668
WebP_Lossy_Q85,3742003,608,343,247,17,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,3939000,923,371,541,10,252,3,255,187,65,128,0.00017908
WebP_Lossy_Q85,3939001,673,359,299,15,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,3939002,787,378,391,17,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,3947006,726,361,350,14,251,4,255,186,65,128,0.00018088
WebP_Lossy_Q85,3983001,1311,414,876,20,253,4,257,188,65,128,0.00018208
WebP_Lossy_Q85,4265001,820,454,348,17,250,4,254,185,65,128,0.00018028
WebP_Lossy_Q85,4554002,540,252,268,18,250,4,254,185,65,128,0.00018028
WebP_Lossy_Q85,5060000,957,460,483,13,254,3,257,189,65,128,0.00018028
WebP_Lossy_Q85,5123004,1812,380,1406,25,251,4,255,186,65,128,0.00018088
WebP_Lossy_Q85,5385001,960,458,490,11,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,5388002,1811,426,1370,15,248,4,252,183,65,128,0.00017908
WebP_Lossy_Q85,5486002,651,387,222,41,249,3,252,184,65,128,0.00017728
WebP_Lossy_Q85,5502000,597,350,229,17,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,5652001,453,206,230,16,253,3,256,188,65,128,0.00017968
WebP_Lossy_Q85,5694002,744,488,232,22,248,5,253,183,65,128,0.00018148
WebP_Lossy_Q85,5816002,761,341,406,13,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,5992000,2232,402,1816,13,249,3,252,184,65,128,0.00017728
WebP_Lossy_Q85,6040004,597,365,219,12,253,3,256,188,65,128,0.00017968
WebP_Lossy_Q85,6471007,807,334,355,118,249,13,262,184,65,128,0.00020128
WebP_Lossy_Q85,6580000,755,451,288,15,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,6580003,698,449,233,15,251,3,254,186,65,128,0.00017848
WebP_Lossy_Q85,6771003,655,338,302,15,249,3,252,184,65,128,0.00017728
WebP_Lossy_Q85,6871002,616,349,245,20,248,3,251,183,65,128,0.00017668
WebP_Lossy_Q85,7072001,527,219,291,15,251,4,255,186,65,128,0.00018088
WebP_Lossy_Q85,7570002,680,348,311,20,249,3,252,184,65,128,0.00017728
WebP_Lossy_Q85,7726000,816,425,379,11,250,3,253,185,65,128,0.00017788
WebP_Lossy_Q85,7938001,1879,494,1375,9,248,3,251,183,65,128,0.00017668
WebP_Lossy_Q85,7938006,1035,493,542,0,258,3,261,193,65,192,0.00018652
WebP_Lossy_Q85,7938007,734,468,254,12,254,3,257,189,65,128,0.00018028
GazeRoi+GlobalThumb,338002,697,408,278,10,249,3,252,184,65,128,0.00017728
GazeRoi+GlobalThumb,387002,1964,475,1476,12,255,3,258,190,65,128,0.00018088
GazeRoi+GlobalThumb,486003,1938,527,1401,10,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,699002,731,189,530,11,249,3,252,184,65,181,0.00018046
GazeRoi+GlobalThumb,1000004,928,634,279,14,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,1205000,1117,610,506,0,251,4,255,186,65,128,0.00018088
GazeRoi+GlobalThumb,1342027,769,448,292,28,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,1342078,2754,1352,1368,33,254,3,257,189,65,128,0.00018028
GazeRoi+GlobalThumb,1398001,1777,506,273,997,254,3,257,189,65,128,0.00018028
GazeRoi+GlobalThumb,1503002,783,267,496,18,248,3,251,183,65,128,0.00017668
GazeRoi+GlobalThumb,1503003,583,177,389,16,259,3,262,194,65,192,0.00018712
GazeRoi+GlobalThumb,1525025,779,483,281,14,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,2006001,1481,892,568,20,250,4,254,185,65,128,0.00018028
GazeRoi+GlobalThumb,2295000,846,503,326,16,253,3,256,188,65,128,0.00017968
GazeRoi+GlobalThumb,3255000,928,468,437,22,255,3,258,190,65,128,0.00018088
GazeRoi+GlobalThumb,3378000,694,400,281,13,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,3693000,1844,407,1419,17,250,4,254,185,65,128,0.00018028
GazeRoi+GlobalThumb,3703001,948,548,379,21,249,4,253,184,65,128,0.00017968
GazeRoi+GlobalThumb,3711010,746,407,325,12,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,3716000,1063,679,369,14,248,3,251,183,65,128,0.00017668
GazeRoi+GlobalThumb,3742003,914,519,374,20,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,3939000,855,463,377,14,252,3,255,187,65,128,0.00017908
GazeRoi+GlobalThumb,3939001,798,486,295,16,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,3939002,772,461,298,13,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,3947006,841,500,322,17,251,4,255,186,65,128,0.00018088
GazeRoi+GlobalThumb,3983001,1012,464,527,20,253,4,257,188,65,128,0.00018208
GazeRoi+GlobalThumb,4265001,1260,619,622,18,250,4,254,185,65,128,0.00018028
GazeRoi+GlobalThumb,4554002,710,415,275,18,250,4,254,185,65,128,0.00018028
GazeRoi+GlobalThumb,5060000,789,517,260,11,254,3,257,189,65,128,0.00018028
GazeRoi+GlobalThumb,5123004,1367,429,914,23,251,4,255,186,65,128,0.00018088
GazeRoi+GlobalThumb,5385001,891,630,247,12,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,5388002,983,625,322,34,248,4,252,183,65,128,0.00017908
GazeRoi+GlobalThumb,5486002,832,596,223,13,249,3,252,184,65,128,0.00017728
GazeRoi+GlobalThumb,5502000,1891,495,1376,19,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,5652001,728,423,282,22,253,4,257,188,65,128,0.00018208
GazeRoi+GlobalThumb,5694002,852,502,325,24,248,5,253,183,65,128,0.00018148
GazeRoi+GlobalThumb,5816002,861,479,364,17,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,5992000,1162,589,556,16,249,3,252,184,65,181,0.00018046
GazeRoi+GlobalThumb,6040004,2324,500,1807,17,253,3,256,188,65,128,0.00017968
GazeRoi+GlobalThumb,6471007,750,398,239,111,249,15,264,184,65,128,0.00020608
GazeRoi+GlobalThumb,6580000,971,594,363,13,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,6580003,866,586,266,12,251,3,254,186,65,128,0.00017848
GazeRoi+GlobalThumb,6771003,727,474,238,14,249,3,252,184,65,128,0.00017728
GazeRoi+GlobalThumb,6871002,812,537,255,19,248,4,252,183,65,128,0.00017908
GazeRoi+GlobalThumb,7072001,669,409,243,16,251,4,255,186,65,128,0.00018088
GazeRoi+GlobalThumb,7570002,1277,491,772,13,249,3,252,184,65,128,0.00017728
GazeRoi+GlobalThumb,7726000,1083,554,513,15,250,3,253,185,65,128,0.00017788
GazeRoi+GlobalThumb,7938001,1894,492,1390,11,248,3,251,183,65,128,0.00017668
GazeRoi+GlobalThumb,7938006,1041,478,558,4,258,3,261,193,65,192,0.00018652
GazeRoi+GlobalThumb,7938007,777,480,276,20,254,3,257,189,65,128,0.00018028
SalientRoi+GlobalThumb,338002,815,406,389,19,249,3,252,184,65,128,0.00017728
SalientRoi+GlobalThumb,387002,1376,499,863,13,255,3,258,190,65,128,0.00018088
SalientRoi+GlobalThumb,486003,1004,632,325,45,251,3,254,186,65,128,0.00017848
SalientRoi+GlobalThumb,699002,504,197,292,14,249,3,252,184,65,128,0.00017728
SalientRoi+GlobalThumb,1000004,930,640,278,12,250,3,253,185,65,128,0.00017788
SalientRoi+GlobalThumb,1205000,1159,793,347,18,251,4,255,186,65,128,0.00018088
SalientRoi+GlobalThumb,1342027,1494,448,1032,13,250,3,253,185,65,128,0.00017788
SalientRoi+GlobalThumb,1342078,735,431,290,12,254,3,257,189,65,128,0.00018028
SalientRoi+GlobalThumb,1398001,826,507,307,11,254,3,257,189,65,128,0.00018028
SalientRoi+GlobalThumb,1503002,588,175,401,10,248,3,251,183,65,128,0.00017668
SalientRoi+GlobalThumb,1503003,1449,183,1253,13,259,3,262,194,65,192,0.00018712
SalientRoi+GlobalThumb,1525025,706,448,245,11,251,3,254,186,65,128,0.00017848
SalientRoi+GlobalThumb,2006001,1018,608,393,16,250,4,254,185,65,128,0.00018028
SalientRoi+GlobalThumb,2295000,922,566,326,29,253,3,256,188,65,128,0.00017968
SalientRoi+GlobalThumb,3255000,1986,520,1448,17,255,3,258,190,65,128,0.00018088
SalientRoi+GlobalThumb,3378000,720,409,294,16,250,3,253,185,65,128,0.00017788
SalientRoi+GlobalThumb,3693000,796,410,370,15,250,4,254,185,65,128,0.00018028
SalientRoi+GlobalThumb,3703001,1119,621,473,24,249,5,254,184,65,128,0.00018208
SalientRoi+GlobalThumb,3711010,685,420,251,13,250,3,253,185,65,128,0.00017788
SalientRoi+GlobalThumb,3716000,1018,650,349,18,248,3,251,183,65,128,0.00017668
SalientRoi+GlobalThumb,3742003,1020,504,490,25,250,4,254,185,65,128,0.00018028
SalientRoi+GlobalThumb,3939000,924,615,292,17,252,3,255,187,65,128,0.00017908
SalientRoi+GlobalThumb,3939001,1019,461,543,14,250,3,253,185,65,128,0.00017788
SalientRoi+GlobalThumb,3939002,848,498,322,27,251,3,254,186,65,128,0.00017848
SalientRoi+GlobalThumb,3947006,971,494,452,25,251,4,255,186,65,128,0.00018088
SalientRoi+GlobalThumb,3983001,1106,459,633,13,253,4,257,188,65,0,0.00017440
SalientRoi+GlobalThumb,4265001,1277,652,603,21,250,4,254,185,65,180,0.00018340
SalientRoi+GlobalThumb,4554002,824,415,388,20,250,4,254,185,65,128,0.00018028
SalientRoi+GlobalThumb,5060000,1075,468,606,0,254,3,257,189,65,128,0.00018028
SalientRoi+GlobalThumb,5123004,769,451,297,20,251,4,255,186,65,128,0.00018088
SalientRoi+GlobalThumb,5385001,1074,664,385,23,251,3,254,186,65,128,0.00017848
SalientRoi+GlobalThumb,5388002,849,566,265,17,248,4,252,183,65,128,0.00017908
SalientRoi+GlobalThumb,5486002,1020,629,381,9,249,3,252,184,65,128,0.00017728
SalientRoi+GlobalThumb,5502000,778,492,268,17,251,3,254,186,65,128,0.00017848
SalientRoi+GlobalThumb,5652001,715,428,282,3,253,3,256,188,65,128,0.00017968
SalientRoi+GlobalThumb,5694002,835,512,298,25,248,5,253,183,65,128,0.00018148
SalientRoi+GlobalThumb,5816002,795,475,305,14,251,3,254,186,65,128,0.00017848
SalientRoi+GlobalThumb,5992000,830,527,282,21,249,3,252,184,65,128,0.00017728
