sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,1331,188,0,0,192,51,243,127,65,0,0.00025060
235536_93_1,1184,171,0,0,324,52,376,194,130,193,0.00035678
