sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,1531,185,1116,229,102,40,142,37,65,0,0.00017020
235536_93_1,1986,167,1618,200,223,31,254,93,130,129,0.00024194
