sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,738,168,362,208,102,34,136,37,65,0,0.00015580
235536_93_1,623,161,326,135,217,24,241,87,130,129,0.00022154
