sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,1296,211,962,122,99,23,122,34,65,0,0.00012760
235536_93_1,746,161,467,117,203,16,219,73,130,129,0.00019394
