sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,744,183,441,119,99,23,122,34,65,0,0.00012760
235536_93_1,759,165,475,117,203,18,221,73,130,129,0.00019874
