sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,890,189,574,125,99,24,123,34,65,0,0.00013000
235536_93_1,876,176,575,124,204,16,220,74,130,129,0.00019454
