technique,image_id,original_bytes,processed_bytes,compression_ratio
Baseline_NoOp,102315_7_7.jpg,16846,16846,1.000000
Baseline_NoOp,102315_7_8.jpg,16846,16846,1.000000
Baseline_NoOp,102315_7_9.jpg,16846,16846,1.000000
Baseline_NoOp,102319_102_1.jpg,20024,20024,1.000000
Baseline_NoOp,102319_102_2.jpg,20024,20024,1.000000
Baseline_NoOp,102319_102_3.jpg,20024,20024,1.000000
Baseline_NoOp,102330_93_1.jpg,14652,14652,1.000000
Baseline_NoOp,102330_93_2.jpg,14652,14652,1.000000
Baseline_NoOp,102348_93_1.jpg,12386,12386,1.000000
Baseline_NoOp,102420_97_1.jpg,19351,19351,1.000000
Baseline_NoOp,102420_97_2.jpg,19351,19351,1.000000
Baseline_NoOp,102420_97_3.jpg,19351,19351,1.000000
Baseline_NoOp,102420_97_4.jpg,19351,19351,1.000000
Baseline_NoOp,102420_97_5.jpg,19351,19351,1.000000
Baseline_NoOp,102420_97_6.jpg,19351,19351,1.000000
Baseline_NoOp,102439_36_1.jpg,12603,12603,1.000000
Baseline_NoOp,102439_36_2.jpg,12603,12603,1.000000
Baseline_NoOp,102451_21_1.jpg,22658,22658,1.000000
Baseline_NoOp,102451_21_2.jpg,22658,22658,1.000000
Baseline_NoOp,102451_21_3.jpg,22658,22658,1.000000
Baseline_NoOp,102451_21_4.jpg,22658,22658,1.000000
Baseline_NoOp,102459_26_1.jpg,11350,11350,1.000000
Baseline_NoOp,102459_26_2.jpg,11350,11350,1.000000
Baseline_NoOp,102459_26_3.jpg,11350,11350,1.000000
Baseline_NoOp,102461_43_1.jpg,25742,25742,1.000000
Baseline_NoOp,102461_43_2.jpg,25742,25742,1.000000
Baseline_NoOp,102461_43_3.jpg,25742,25742,1.000000
Baseline_NoOp,102461_43_4.jpg,25742,25742,1.000000
Baseline_NoOp,102461_43_5.jpg,25742,25742,1.000000
Baseline_NoOp,102461_43_6.jpg,25742,25742,1.000000
Baseline_NoOp,102478_25_1.jpg,18347,18347,1.000000
Baseline_NoOp,102478_25_2.jpg,18347,18347,1.000000
Baseline_NoOp,102478_25_3.jpg,18347,18347,1.000000
Baseline_NoOp,102478_25_4.jpg,18347,18347,1.000000
Baseline_NoOp,102488_107_1.jpg,16066,16066,1.000000
Baseline_NoOp,102488_107_2.jpg,16066,16066,1.000000
Baseline_NoOp,102517_25_1.jpg,17830,17830,1.000000
Baseline_NoOp,102517_25_2.jpg,17830,17830,1.000000
Baseline_NoOp,102550_64_1.jpg,14014,14014,1.000000
Baseline_NoOp,102550_64_2.jpg,14014,14014,1.000000
Baseline_NoOp,102550_64_3.jpg,14014,14014,1.000000
Baseline_NoOp,102550_64_4.jpg,14014,14014,1.000000
Baseline_NoOp,10256_93_1.jpg,30854,30854,1.000000
Baseline_NoOp,10256_93_2.jpg,30854,30854,1.000000
Baseline_NoOp,10256_93_all.jpg,30854,30854,1.000000
Baseline_NoOp,102589_74_1.jpg,21678,21678,1.000000
Baseline_NoOp,102589_74_2.jpg,21678,21678,1.000000
Baseline_NoOp,102589_74_all.jpg,21678,21678,1.000000
Baseline_NoOp,1025_78_1.jpg,15963,15963,1.000000
Baseline_NoOp,1025_78_3.jpg,15963,15963,1.000000
Baseline_NoOp,1025_78_4.jpg,15963,15963,1.000000
Baseline_NoOp,102604_39_1.jpg,18947,18947,1.000000
Baseline_NoOp,102604_39_2.jpg,18947,18947,1.000000
Baseline_NoOp,102604_39_3.jpg,18947,18947,1.000000
Baseline_NoOp,102669_92_1.jpg,20378,20378,1.000000
Baseline_NoOp,102669_92_2.jpg,20378,20378,1.000000
Baseline_NoOp,102669_92_3.jpg,20378,20378,1.000000
Baseline_NoOp,102669_92_4.jpg,20378,20378,1.000000
Baseline_NoOp,102669_92_5.jpg,20378,20378,1.000000
Baseline_NoOp,102706_24_1.jpg,10783,10783,1.000000
Baseline_NoOp,102706_24_all.jpg,10783,10783,1.000000
Baseline_NoOp,10276_6_1.jpg,24048,24048,1.000000
Baseline_NoOp,10276_6_2.jpg,24048,24048,1.000000
Baseline_NoOp,102778_75_1.jpg,15822,15822,1.000000
Baseline_NoOp,102778_75_2.jpg,15822,15822,1.000000
Baseline_NoOp,102778_75_3.jpg,15822,15822,1.000000
Baseline_NoOp,102778_75_all.jpg,15822,15822,1.000000
Baseline_NoOp,102834_79_1.jpg,28290,28290,1.000000
Baseline_NoOp,102834_79_2.jpg,28290,28290,1.000000
Baseline_NoOp,102834_79_3.jpg,28290,28290,1.000000
Baseline_NoOp,102834_79_4.jpg,28290,28290,1.000000
Baseline_NoOp,102834_79_5.jpg,28290,28290,1.000000
Baseline_NoOp,102837_39_1.jpg,10258,10258,1.000000
Baseline_NoOp,102837_39_2.jpg,10258,10258,1.000000
Baseline_NoOp,102837_39_3.jpg,10258,10258,1.000000
Baseline_NoOp,102929_45_1.jpg,14713,14713,1.000000
Baseline_NoOp,102929_45_2.jpg,14713,14713,1.000000
Baseline_NoOp,102929_45_3.jpg,14713,14713,1.000000
Baseline_NoOp,102929_45_4.jpg,14713,14713,1.000000
Baseline_NoOp,102942_88_1.jpg,26431,26431,1.000000
Baseline_NoOp,102942_88_2.jpg,26431,26431,1.000000
Baseline_NoOp,102942_88_3.jpg,26431,26431,1.000000
Baseline_NoOp,102942_88_4.jpg,26431,26431,1.000000
Baseline_NoOp,102968_80_1.jpg,16379,16379,1.000000
Baseline_NoOp,102968_80_2.jpg,16379,16379,1.000000
Baseline_NoOp,102968_80_3.jpg,16379,16379,1.000000
Baseline_NoOp,103017_2_1.jpg,15740,15740,1.000000
Baseline_NoOp,103017_2_2.jpg,15740,15740,1.000000
Baseline_NoOp,103017_2_all.jpg,15740,15740,1.000000
Baseline_NoOp,103018_67_1.jpg,17373,17373,1.000000
Baseline_NoOp,103018_67_2.jpg,17373,17373,1.000000
Baseline_NoOp,103018_67_3.jpg,17373,17373,1.000000
Baseline_NoOp,103018_67_4.jpg,17373,17373,1.000000
Baseline_NoOp,103018_67_5.jpg,17373,17373,1.000000
Baseline_NoOp,103033_1_1.jpg,22540,22540,1.000000
Baseline_NoOp,103033_1_3.jpg,22540,22540,1.000000
Baseline_NoOp,103033_1_4.jpg,22540,22540,1.000000
Baseline_NoOp,103033_1_5.jpg,22540,22540,1.000000
Baseline_NoOp,103119_1_1.jpg,16546,16546,1.000000
Baseline_NoOp,103119_1_2.jpg,16546,16546,1.000000
Baseline_NoOp,103119_1_3.jpg,16546,16546,1.000000
Baseline_NoOp,103119_1_4.jpg,16546,16546,1.000000
Baseline_NoOp,103127_78_1.jpg,14167,14167,1.000000
Baseline_NoOp,103127_78_2.jpg,14167,14167,1.000000
Baseline_NoOp,103127_78_3.jpg,14167,14167,1.000000
Baseline_NoOp,103219_79_1.jpg,13514,13514,1.000000
Baseline_NoOp,103219_79_2.jpg,13514,13514,1.000000
Baseline_NoOp,103219_79_3.jpg,13514,13514,1.000000
Baseline_NoOp,10321_93_1.jpg,23545,23545,1.000000
Baseline_NoOp,10321_93_2.jpg,23545,23545,1.000000
Baseline_NoOp,10321_93_3.jpg,23545,23545,1.000000
