preprocessor,sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
YoloV12SalientRoi+GlobalThumb,3983001,1444,432,989,22,156,5,161,91,65,64,0.00012244
YoloV12SalientRoi+GlobalThumb,4265001,758,526,219,12,153,4,157,88,65,0,0.00011440
YoloV12SalientRoi+GlobalThumb,4554002,672,198,455,18,153,4,157,88,65,0,0.00011440
YoloV12SalientRoi+GlobalThumb,5060000,867,464,389,13,157,3,160,92,65,0,0.00011440
YoloV12SalientRoi+GlobalThumb,5123004,830,448,369,12,154,4,158,89,65,0,0.00011500
YoloV12SalientRoi+GlobalThumb,5385001,750,450,275,23,154,3,157,89,65,0,0.00011260
YoloV12SalientRoi+GlobalThumb,5388002,1129,508,600,19,151,4,155,86,65,0,0.00011320
YoloV12SalientRoi+GlobalThumb,5486002,772,457,304,9,152,3,155,87,65,0,0.00011140
YoloV12SalientRoi+GlobalThumb,5502000,689,397,265,25,154,4,158,89,65,0,0.00011500
YoloV12SalientRoi+GlobalThumb,5652001,771,289,461,20,156,5,161,91,65,0,0.00011860
YoloV12SalientRoi+GlobalThumb,5694002,926,484,420,21,151,5,156,86,65,0,0.00011560
YoloV12SalientRoi+GlobalThumb,5816002,758,333,393,31,154,3,157,89,65,0,0.00011260
YoloV12SalientRoi+GlobalThumb,5992000,720,395,306,18,152,4,156,87,65,0,0.00011380
YoloV12SalientRoi+GlobalThumb,6040004,653,388,242,23,156,3,159,91,65,0,0.00011380
YoloV12SalientRoi+GlobalThumb,6471007,1056,310,613,132,152,27,179,87,65,0,0.00016900
YoloV12SalientRoi+GlobalThumb,6580000,903,440,443,19,153,5,158,88,65,0,0.00011680
YoloV12SalientRoi+GlobalThumb,6580003,764,451,287,25,154,3,157,89,65,0,0.00011260
YoloV12SalientRoi+GlobalThumb,6771003,894,339,530,24,152,5,157,87,65,0,0.00011620
YoloV12SalientRoi+GlobalThumb,6871002,825,423,368,33,151,4,155,86,65,0,0.00011320
YoloV12SalientRoi+GlobalThumb,7072001,631,304,308,18,154,4,158,89,65,0,0.00011500
YoloV12SalientRoi+GlobalThumb,7570002,911,405,492,13,152,4,156,87,65,0,0.00011380
YoloV12SalientRoi+GlobalThumb,7726000,743,441,276,25,153,5,158,88,65,0,0.00011680
YoloV12SalientRoi+GlobalThumb,7938001,805,471,318,14,151,3,154,86,65,0,0.00011080
YoloV12SalientRoi+GlobalThumb,7938006,968,468,485,14,161,3,164,96,65,0,0.00011680
YoloV12SalientRoi+GlobalThumb,7938007,1127,456,654,15,157,3,160,92,65,64,0.00011824
