preprocessor,sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
Baseline_NoOp,6871002,4375,3895,462,16,531,3,534,208,323,0,0.00039040
Baseline_NoOp,7072001,698,399,279,18,395,4,399,201,194,0,0.00028540
Baseline_NoOp,7570002,915,498,399,17,532,3,535,209,323,0,0.00039100
Baseline_NoOp,7726000,1022,586,420,14,533,3,536,210,323,0,0.00039160
Baseline_NoOp,7938001,1068,650,404,13,531,3,534,208,323,0,0.00039040
Baseline_NoOp,7938006,991,499,469,22,541,3,544,218,323,0,0.00039640
Baseline_NoOp,7938007,1539,498,1027,13,537,3,540,214,323,0,0.00039400
Baseline_NoOp,8065000,767,453,281,32,396,5,401,202,194,0,0.00028840
Baseline_NoOp,8065001,1358,440,905,13,394,3,397,200,194,0,0.00028240
Baseline_NoOp,8204002,1094,481,600,12,535,3,538,212,323,0,0.00039280
Baseline_NoOp,8401010,1341,667,660,14,534,3,537,211,323,0,0.00039220
Baseline_NoOp,8583000,2093,459,1616,16,532,3,535,209,323,0,0.00039100
Baseline_NoOp,8771005,912,293,601,17,530,3,533,207,323,0,0.00038980
Baseline_NoOp,8803002,906,489,405,11,536,3,539,213,323,0,0.00039340
Baseline_NoOp,8899001,1339,598,722,18,531,4,535,208,323,0,0.00039280
Baseline_NoOp,9156003,996,478,503,14,533,4,537,210,323,0,0.00039400
Baseline_NoOp,9236007,1994,449,1534,10,536,3,539,213,323,0,0.00039340
Baseline_NoOp,9236008,1074,471,590,12,533,3,536,210,323,192,0.00040312
Baseline_NoOp,9729001,1188,311,864,13,393,3,396,199,194,0,0.00028180
Baseline_NoOp,9729002,863,314,534,13,397,3,400,203,194,0,0.00028420
Baseline_NoOp,9769001,1221,628,572,20,532,3,535,209,323,0,0.00039100
Baseline_NoOp,9800009,1334,524,793,16,535,3,538,212,323,0,0.00039280
Baseline_NoOp,9800012,1071,484,569,17,533,3,536,210,323,0,0.00039160
Baseline_NoOp,10023000,1752,479,1247,25,531,5,536,208,323,0,0.00039520
Baseline_NoOp,10216004,902,485,402,14,539,3,542,216,323,0,0.00039520
Baseline_NoOp,10534005,994,483,489,21,532,4,536,209,323,0,0.00039340
Baseline_NoOp,10793001,826,475,306,44,534,4,538,211,323,0,0.00039460
Baseline_NoOp,10920001,927,478,428,21,531,5,536,208,323,0,0.00039520
Baseline_NoOp,11184008,940,460,465,15,392,4,396,198,194,0,0.00028360
Baseline_NoOp,11291003,1255,523,708,23,532,5,537,209,323,0,0.00039580
Baseline_NoOp,11364000,1257,602,638,17,535,3,538,212,323,0,0.00039280
Baseline_NoOp,12047000,793,421,355,15,540,3,543,217,323,0,0.00039580
Downsampler,338002,534,153,358,22,393,4,397,199,194,0,0.00028420
Downsampler,387002,409,144,250,14,399,3,402,205,194,0,0.00028540
Downsampler,486003,601,152,433,15,395,3,398,201,194,192,0.00029452
Downsampler,699002,1039,283,408,347,393,3,396,199,194,0,0.00028180
Downsampler,1000004,509,158,335,15,394,3,397,200,194,0,0.00028240
Downsampler,1205000,492,154,314,23,395,4,399,201,194,0,0.00028540
Downsampler,1342027,513,146,354,13,394,3,397,200,194,0,0.00028240
Downsampler,1342078,1022,158,853,10,398,3,401,204,194,0,0.00028480
Downsampler,1398001,489,154,320,14,398,3,401,204,194,0,0.00028480
Downsampler,1503002,466,151,301,12,392,3,395,198,194,0,0.00028120
Downsampler,1503003,520,154,350,15,403,3,406,209,194,0,0.00028780
Downsampler,1525025,453,159,280,13,395,3,398,201,194,0,0.00028300
Downsampler,2006001,780,163,598,18,394,4,398,200,194,0,0.00028480
Downsampler,2295000,480,157,302,20,397,3,400,203,194,0,0.00028420
Downsampler,3255000,641,146,481,12,399,3,402,205,194,0,0.00028540
Downsampler,3378000,641,155,460,24,394,3,397,200,194,0,0.00028240
Downsampler,3693000,648,154,486,7,394,3,397,200,194,0,0.00028240
Downsampler,3703001,650,159,467,23,393,4,397,199,194,192,0.00029572
Downsampler,3711010,500,145,258,96,394,4,398,200,194,0,0.00028480
Downsampler,3716000,585,162,404,18,392,4,396,198,194,0,0.00028360
Downsampler,3742003,1491,154,1323,13,394,3,397,200,194,0,0.00028240
Downsampler,3939000,1698,159,1522,16,396,3,399,202,194,0,0.00028360
Downsampler,3939001,681,145,516,19,394,3,397,200,194,0,0.00028240
Downsampler,3939002,1016,231,744,39,395,3,398,201,194,0,0.00028300
Downsampler,3947006,654,144,495,15,395,4,399,201,194,0,0.00028540
Downsampler,3983001,1744,144,1577,23,397,4,401,203,194,0,0.00028660
Downsampler,4265001,459,154,292,12,394,4,398,200,194,0,0.00028480
Downsampler,4554002,443,154,274,13,394,4,398,200,194,0,0.00028480
Downsampler,5060000,507,160,332,14,398,3,401,204,194,0,0.00028480
Downsampler,5123004,525,169,337,18,395,4,399,201,194,0,0.00028540
Downsampler,5385001,479,152,310,16,395,3,398,201,194,0,0.00028300
Downsampler,5388002,589,168,406,14,392,4,396,198,194,0,0.00028360
Downsampler,5486002,513,157,339,16,393,3,396,199,194,0,0.00028180
Downsampler,5502000,408,149,243,15,395,3,398,201,194,0,0.00028300
Downsampler,5652001,528,143,373,12,397,3,400,203,194,0,0.00028420
Downsampler,5694002,1482,149,1313,19,392,5,397,198,194,0,0.00028600
Downsampler,5816002,546,156,363,26,395,3,398,201,194,0,0.00028300
Downsampler,5992000,439,151,273,14,393,3,396,199,194,0,0.00028180
Downsampler,6040004,423,159,249,14,397,3,400,203,194,0,0.00028420
Downsampler,6471007,516,153,344,18,393,3,396,199,194,192,0.00029332
Downsampler,6580000,472,169,285,18,394,3,397,200,194,0,0.00028240
Downsampler,6580003,521,173,336,10,395,3,398,201,194,0,0.00028300
Downsampler,6771003,436,144,280,11,393,3,396,199,194,0,0.00028180
Downsampler,6871002,692,158,429,104,392,4,396,198,194,0,0.00028360
Downsampler,7072001,439,172,250,17,395,4,399,201,194,0,0.00028540
Downsampler,7570002,456,153,289,12,393,3,396,199,194,0,0.00028180
Downsampler,7726000,3566,151,3400,15,394,3,397,200,194,0,0.00028240
Downsampler,7938001,535,155,361,18,392,3,395,198,194,0,0.00028120
Downsampler,7938006,460,153,293,13,402,3,405,208,194,0,0.00028720
Downsampler,7938007,684,165,494,24,398,3,401,204,194,0,0.00028480
Downsampler,8065000,464,154,289,20,396,4,400,202,194,0,0.00028600
Downsampler,8065001,449,162,269,17,394,3,397,200,194,0,0.00028240
Downsampler,8204002,1011,178,816,17,396,3,399,202,194,0,0.00028360
Downsampler,8401010,452,159,275,17,395,3,398,201,194,0,0.00028300
Downsampler,8583000,409,149,247,11,393,3,396,199,194,0,0.00028180
Downsampler,8771005,485,147,326,12,391,3,394,197,194,0,0.00028060
Downsampler,8803002,545,148,384,12,397,3,400,203,194,0,0.00028420
Downsampler,8899001,2244,163,256,1824,392,4,396,198,194,0,0.00028360
Downsampler,9156003,464,179,266,18,394,4,398,200,194,0,0.00028480
Downsampler,9236007,465,150,298,15,397,3,400,203,194,0,0.00028420
Downsampler,9236008,548,158,371,18,394,3,397,200,194,0,0.00028240
Downsampler,9729001,426,147,261,17,393,3,396,199,194,0,0.00028180
Downsampler,9729002,526,150,365,11,397,3,400,203,194,0,0.00028420
Downsampler,9769001,430,147,271,12,393,3,396,199,194,0,0.00028180
Downsampler,9800009,600,168,406,24,396,3,399,202,194,0,0.00028360
Downsampler,9800012,846,152,681,12,394,3,397,200,194,0,0.00028240
Downsampler,10023000,611,151,413,46,392,5,397,198,194,0,0.00028600
Downsampler,10216004,457,153,287,16,400,3,403,206,194,0,0.00028600
Downsampler,10534005,705,145,542,16,393,5,398,199,194,0,0.00028660
Downsampler,10793001,875,153,702,18,395,4,399,201,194,0,0.00028540
Downsampler,10920001,654,164,463,25,392,5,397,198,194,0,0.00028600
Downsampler,11184008,613,166,427,19,392,4,396,198,194,0,0.00028360
Downsampler,11291003,593,146,428,17,393,4,397,199,194,0,0.00028420
Downsampler,11364000,677,162,507,7,396,3,399,202,194,0,0.00028360
Downsampler,12047000,649,148,486,14,401,3,404,207,194,0,0.00028660
Grayscale,338002,920,310,600,10,532,3,535,209,323,0,0.00039100
Grayscale,387002,924,423,486,14,538,3,541,215,323,0,0.00039460
Grayscale,486003,730,393,320,16,534,3,537,211,323,192,0.00040372
Grayscale,699002,656,171,471,14,393,3,396,199,194,0,0.00028180
Grayscale,1000004,1006,419,570,16,533,3,536,210,323,0,0.00039160
Grayscale,1205000,1561,471,721,367,534,4,538,211,323,0,0.00039460
Grayscale,1342027,1117,412,690,14,533,3,536,210,323,0,0.00039160
Grayscale,1342078,992,413,564,14,537,3,540,214,323,0,0.00039400
Grayscale,1398001,791,406,364,20,398,3,401,204,194,0,0.00028480
Grayscale,1503002,577,184,379,13,392,3,395,198,194,0,0.00028120
Grayscale,1503003,519,183,317,18,403,3,406,209,194,0,0.00028780
Grayscale,1525025,891,305,571,14,534,3,537,211,323,0,0.00039220
Grayscale,2006001,1028,385,624,18,533,4,537,210,323,0,0.00039400
Grayscale,2295000,910,326,568,15,536,3,539,213,323,0,0.00039340
Grayscale,3255000,985,332,629,23,538,3,541,215,323,0,0.00039460
Grayscale,3378000,882,315,555,12,533,3,536,210,323,0,0.00039160
Grayscale,3693000,1059,405,631,22,533,4,537,210,323,192,0.00040552
Grayscale,3703001,971,382,569,19,532,4,536,209,323,192,0.00040492
Grayscale,3711010,998,317,660,21,533,3,536,210,323,0,0.00039160
Grayscale,3716000,746,351,382,12,531,3,534,208,323,0,0.00039040
Grayscale,3742003,1304,314,965,24,533,4,537,210,323,0,0.00039400
Grayscale,3939000,748,315,416,16,396,3,399,202,194,0,0.00028360
Grayscale,3939001,799,311,473,14,394,3,397,200,194,0,0.00028240
Grayscale,3939002,738,331,393,14,395,3,398,201,194,0,0.00028300
Grayscale,3947006,815,395,397,21,395,4,399,201,194,0,0.00028540
Grayscale,3983001,883,438,424,20,536,4,540,213,323,192,0.00040732
Grayscale,4265001,2138,392,1719,25,533,4,537,210,323,0,0.00039400
Grayscale,4554002,1308,188,1098,21,394,4,398,200,194,0,0.00028480
Grayscale,5060000,817,398,401,17,537,3,540,214,323,0,0.00039400
Grayscale,5123004,818,380,419,17,534,4,538,211,323,0,0.00039460
Grayscale,5385001,794,452,324,17,534,3,537,211,323,0,0.00039220
Grayscale,5388002,1177,410,753,13,531,4,535,208,323,0,0.00039280
Grayscale,5486002,815,331,462,20,532,3,535,209,323,0,0.00039100
Grayscale,5502000,671,333,320,17,534,3,537,211,323,0,0.00039220
Grayscale,5652001,642,281,346,14,536,3,539,213,323,0,0.00039340
Grayscale,5694002,859,450,361,47,531,5,536,208,323,0,0.00039520
Grayscale,5816002,1967,311,1625,30,534,3,537,211,323,0,0.00039220
Grayscale,5992000,855,317,524,12,532,3,535,209,323,0,0.00039100
Grayscale,6040004,694,305,370,18,536,3,539,213,323,0,0.00039340
Grayscale,6471007,658,299,346,12,393,3,396,199,194,0,0.00028180
Grayscale,6580000,796,395,382,17,533,3,536,210,323,0,0.00039160
Grayscale,6580003,1265,418,830,15,534,3,537,211,323,0,0.00039220
Grayscale,6771003,740,314,411,13,532,3,535,209,323,0,0.00039100
Grayscale,6871002,691,326,346,18,531,4,535,208,323,0,0.00039280
Grayscale,7072001,473,193,263,16,395,4,399,201,194,0,0.00028540
Grayscale,7570002,675,312,336,26,532,3,535,209,323,192,0.00040252
Grayscale,7726000,789,406,371,12,533,3,536,210,323,0,0.00039160
Grayscale,7938001,873,409,449,13,531,3,534,208,323,0,0.00039040
Grayscale,7938006,1000,436,545,18,541,3,544,218,323,0,0.00039640
Grayscale,7938007,797,424,357,15,537,3,540,214,323,0,0.00039400
Grayscale,8065000,597,283,297,16,396,4,400,202,194,0,0.00028600
Grayscale,8065001,688,293,381,13,394,3,397,200,194,192,0.00029392
Grayscale,8204002,787,429,343,14,535,3,538,212,323,0,0.00039280
Grayscale,8401010,933,448,461,23,534,3,537,211,323,0,0.00039220
Grayscale,8583000,1906,771,1098,36,532,5,537,209,323,0,0.00039580
Grayscale,8771005,633,269,348,15,530,3,533,207,323,0,0.00038980
Grayscale,8803002,888,422,443,23,536,3,539,213,323,192,0.00040492
Grayscale,8899001,1262,452,789,20,531,4,535,208,323,192,0.00040432
Grayscale,9156003,815,391,403,20,533,4,537,210,323,0,0.00039400
Grayscale,9236007,861,460,386,14,536,3,539,213,323,0,0.00039340
Grayscale,9236008,949,319,608,21,533,3,536,210,323,192,0.00040312
Grayscale,9729001,941,182,742,16,393,3,396,199,194,0,0.00028180
Grayscale,9729002,486,202,268,15,397,3,400,203,194,0,0.00028420
Grayscale,9769001,800,407,366,27,532,3,535,209,323,0,0.00039100
Grayscale,9800009,858,301,523,33,535,3,538,212,323,0,0.00039280
Grayscale,9800012,1239,308,920,9,533,3,536,210,323,0,0.00039160
Grayscale,10023000,879,422,433,24,531,5,536,208,323,0,0.00039520
Grayscale,10216004,1314,316,985,12,539,3,542,216,323,0,0.00039520
Grayscale,10534005,854,402,445,6,532,4,536,209,323,192,0.00040492
Grayscale,10793001,631,303,306,21,534,4,538,211,323,0,0.00039460
Grayscale,10920001,984,408,551,25,531,5,536,208,323,192,0.00040672
Grayscale,11184008,700,292,386,20,392,4,396,198,194,0,0.00028360
Grayscale,11291003,962,410,531,19,532,3,535,209,323,0,0.00039100
Grayscale,11364000,898,476,408,13,535,3,538,212,323,0,0.00039280
Grayscale,12047000,607,282,311,13,540,3,543,217,323,0,0.00039580
Jpeg_Q85,338002,715,339,359,16,532,3,535,209,323,0,0.00039100
Jpeg_Q85,387002,895,478,384,32,538,3,541,215,323,0,0.00039460
Jpeg_Q85,486003,810,417,378,13,534,3,537,211,323,0,0.00039220
Jpeg_Q85,699002,453,169,263,19,393,3,396,199,194,0,0.00028180
Jpeg_Q85,1000004,923,496,412,14,533,3,536,210,323,0,0.00039160
Jpeg_Q85,1205000,2080,486,1573,19,534,4,538,211,323,0,0.00039460
Jpeg_Q85,1342027,801,413,373,14,533,3,536,210,323,0,0.00039160
Jpeg_Q85,1342078,840,419,406,14,537,3,540,214,323,0,0.00039400
Jpeg_Q85,1398001,822,406,403,13,398,3,401,204,194,0,0.00028480
Jpeg_Q85,1503002,462,178,270,13,392,3,395,198,194,0,0.00028120
Jpeg_Q85,1503003,804,171,622,10,403,3,406,209,194,192,0.00029932
Jpeg_Q85,1525025,684,324,345,14,534,3,537,211,323,0,0.00039220
Jpeg_Q85,2006001,856,437,399,19,533,4,537,210,323,0,0.00039400
Jpeg_Q85,2295000,756,388,356,12,536,3,539,213,323,192,0.00040492
Jpeg_Q85,3255000,769,380,377,11,538,3,541,215,323,0,0.00039460
Jpeg_Q85,3378000,906,382,512,11,533,3,536,210,323,0,0.00039160
Jpeg_Q85,3693000,1280,406,861,12,533,4,537,210,323,0,0.00039400
Jpeg_Q85,3703001,2230,458,1755,16,532,4,536,209,323,0,0.00039340
Jpeg_Q85,3711010,703,383,309,10,533,3,536,210,323,0,0.00039160
Jpeg_Q85,3716000,806,409,378,18,531,3,534,208,323,0,0.00039040
Jpeg_Q85,3742003,758,339,399,19,533,4,537,210,323,0,0.00039400
Jpeg_Q85,3939000,1505,959,509,36,396,3,399,202,194,0,0.00028360
Jpeg_Q85,3939001,799,407,376,16,394,3,397,200,194,0,0.00028240
Jpeg_Q85,3939002,993,392,586,14,395,3,398,201,194,0,0.00028300
Jpeg_Q85,3947006,1011,405,588,18,395,4,399,201,194,0,0.00028540
Jpeg_Q85,3983001,1068,455,589,24,536,4,540,213,323,0,0.00039580
Jpeg_Q85,4265001,1047,434,602,10,533,3,536,210,323,0,0.00039160
Jpeg_Q85,4554002,751,213,517,20,394,4,398,200,194,0,0.00028480
Jpeg_Q85,5060000,1124,480,629,14,537,3,540,214,323,192,0.00040552
Jpeg_Q85,5123004,972,418,536,18,534,4,538,211,323,0,0.00039460
Jpeg_Q85,5385001,876,413,444,18,534,3,537,211,323,0,0.00039220
Jpeg_Q85,5388002,1105,484,600,19,531,4,535,208,323,0,0.00039280
Jpeg_Q85,5486002,774,406,352,15,532,3,535,209,323,0,0.00039100
Jpeg_Q85,5502000,930,336,575,18,534,3,537,211,323,0,0.00039220
Jpeg_Q85,5652001,718,294,383,40,536,3,539,213,323,0,0.00039340
Jpeg_Q85,5694002,955,480,450,24,531,5,536,208,323,0,0.00039520
Jpeg_Q85,5816002,747,316,414,16,534,3,537,211,323,0,0.00039220
Jpeg_Q85,5992000,997,411,570,16,532,3,535,209,323,0,0.00039100
Jpeg_Q85,6040004,837,402,424,11,536,3,539,213,323,0,0.00039340
Jpeg_Q85,6471007,1005,338,630,35,393,3,396,199,194,0,0.00028180
Jpeg_Q85,6580000,2503,447,2045,10,533,3,536,210,323,192,0.00040312
Jpeg_Q85,6580003,876,458,404,13,534,3,537,211,323,192,0.00040372
Jpeg_Q85,6771003,1513,322,1174,16,532,3,535,209,323,0,0.00039100
Jpeg_Q85,6871002,1530,852,664,13,531,3,534,208,323,0,0.00039040
Jpeg_Q85,7072001,841,280,541,19,395,4,399,201,194,0,0.00028540
Jpeg_Q85,7570002,1053,395,647,10,532,3,535,209,323,0,0.00039100
Jpeg_Q85,7726000,1072,414,638,19,533,3,536,210,323,0,0.00039160
Jpeg_Q85,7938001,1036,473,549,13,531,3,534,208,323,0,0.00039040
Jpeg_Q85,7938006,978,487,478,13,541,3,544,218,323,0,0.00039640
Jpeg_Q85,7938007,908,461,434,12,537,3,540,214,323,0,0.00039400
Jpeg_Q85,8065000,676,340,309,26,396,5,401,202,194,192,0.00029992
Jpeg_Q85,8065001,1241,899,322,19,394,3,397,200,194,0,0.00028240
Jpeg_Q85,8204002,1063,457,581,24,535,5,540,212,323,0,0.00039760
Jpeg_Q85,8401010,1004,477,515,11,534,3,537,211,323,0,0.00039220
Jpeg_Q85,8583000,1009,416,581,10,532,3,535,209,323,0,0.00039100
Jpeg_Q85,8771005,1636,310,1312,13,530,3,533,207,323,0,0.00038980
Jpeg_Q85,8803002,1026,423,591,11,536,3,539,213,323,0,0.00039340
Jpeg_Q85,8899001,1082,471,500,110,531,6,537,208,323,192,0.00040912
Jpeg_Q85,9156003,936,474,443,18,533,4,537,210,323,0,0.00039400
Jpeg_Q85,9236007,673,320,335,17,536,3,539,213,323,0,0.00039340
Jpeg_Q85,9236008,678,300,360,17,533,4,537,210,323,0,0.00039400
Jpeg_Q85,9729001,695,202,476,15,393,3,396,199,194,0,0.00028180
Jpeg_Q85,9729002,504,188,299,15,397,3,400,203,194,0,0.00028420
Jpeg_Q85,9769001,1412,481,903,27,532,3,535,209,323,0,0.00039100
Jpeg_Q85,9800009,641,324,298,19,535,3,538,212,323,0,0.00039280
Jpeg_Q85,9800012,994,324,657,11,533,3,536,210,323,0,0.00039160
Jpeg_Q85,10023000,914,416,461,36,531,5,536,208,323,0,0.00039520
Jpeg_Q85,10216004,649,318,313,18,539,3,542,216,323,0,0.00039520
Jpeg_Q85,10534005,926,420,480,25,532,4,536,209,323,0,0.00039340
Jpeg_Q85,10793001,828,309,504,15,534,4,538,211,323,0,0.00039460
Jpeg_Q85,10920001,882,445,413,24,531,5,536,208,323,0,0.00039520
Jpeg_Q85,11184008,601,290,298,13,392,3,395,198,194,0,0.00028120
Jpeg_Q85,11291003,902,458,418,25,532,4,536,209,323,0,0.00039340
Jpeg_Q85,11364000,2494,599,1882,12,535,3,538,212,323,0,0.00039280
Jpeg_Q85,12047000,622,310,298,12,540,3,543,217,323,0,0.00039580
WebP_Lossy_Q85,338002,1355,1014,325,15,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,387002,1224,479,731,14,538,3,541,215,323,0,0.00039460
WebP_Lossy_Q85,486003,783,380,389,13,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,699002,451,240,199,11,393,3,396,199,194,0,0.00028180
WebP_Lossy_Q85,1000004,867,494,365,7,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,1205000,950,506,422,21,534,4,538,211,323,0,0.00039460
WebP_Lossy_Q85,1342027,1445,358,1066,19,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,1342078,1293,367,913,12,537,3,540,214,323,0,0.00039400
WebP_Lossy_Q85,1398001,766,390,361,15,398,3,401,204,194,0,0.00028480
WebP_Lossy_Q85,1503002,624,290,320,14,392,3,395,198,194,0,0.00028120
WebP_Lossy_Q85,1503003,552,262,272,17,403,3,406,209,194,0,0.00028780
WebP_Lossy_Q85,1525025,667,395,255,17,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,2006001,816,376,419,21,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,2295000,711,354,344,12,536,3,539,213,323,0,0.00039340
WebP_Lossy_Q85,3255000,755,367,373,13,538,3,541,215,323,0,0.00039460
WebP_Lossy_Q85,3378000,627,334,272,20,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,3693000,1316,364,932,19,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,3703001,825,462,341,21,532,4,536,209,323,0,0.00039340
WebP_Lossy_Q85,3711010,653,357,283,11,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,3716000,731,389,327,14,531,3,534,208,323,0,0.00039040
WebP_Lossy_Q85,3742003,742,371,350,20,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,3939000,679,383,280,16,396,3,399,202,194,0,0.00028360
WebP_Lossy_Q85,3939001,888,359,515,12,394,3,397,200,194,0,0.00028240
WebP_Lossy_Q85,3939002,744,346,384,13,395,3,398,201,194,0,0.00028300
WebP_Lossy_Q85,3947006,614,348,247,19,395,4,399,201,194,0,0.00028540
WebP_Lossy_Q85,3983001,809,464,319,25,536,5,541,213,323,0,0.00039820
WebP_Lossy_Q85,4265001,795,442,328,25,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,4554002,614,234,361,18,394,4,398,200,194,192,0.00029632
WebP_Lossy_Q85,5060000,794,460,318,14,537,3,540,214,323,0,0.00039400
WebP_Lossy_Q85,5123004,842,416,406,20,534,4,538,211,323,0,0.00039460
WebP_Lossy_Q85,5385001,771,445,311,14,534,3,537,211,323,192,0.00040372
WebP_Lossy_Q85,5388002,835,446,369,19,531,4,535,208,323,0,0.00039280
WebP_Lossy_Q85,5486002,640,340,284,15,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,5502000,692,325,355,11,534,3,537,211,323,192,0.00040372
WebP_Lossy_Q85,5652001,749,229,519,0,536,3,539,213,323,192,0.00040492
WebP_Lossy_Q85,5694002,1402,563,707,131,531,5,536,208,323,0,0.00039520
WebP_Lossy_Q85,5816002,1487,478,993,15,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,5992000,792,356,422,12,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,6040004,1265,571,678,15,536,3,539,213,323,0,0.00039340
WebP_Lossy_Q85,6471007,1095,358,716,19,393,3,396,199,194,0,0.00028180
WebP_Lossy_Q85,6580000,879,449,409,20,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,6580003,1582,1023,547,12,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,6771003,719,347,353,18,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,6871002,760,339,402,18,531,4,535,208,323,0,0.00039280
WebP_Lossy_Q85,7072001,663,234,407,21,395,4,399,201,194,0,0.00028540
WebP_Lossy_Q85,7570002,883,353,512,17,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,7726000,832,463,354,14,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,7938001,1083,486,580,15,531,3,534,208,323,0,0.00039040
WebP_Lossy_Q85,7938006,901,461,418,20,541,3,544,218,323,0,0.00039640
WebP_Lossy_Q85,7938007,929,439,476,13,537,3,540,214,323,0,0.00039400
WebP_Lossy_Q85,8065000,1546,1050,476,19,396,5,401,202,194,0,0.00028840
WebP_Lossy_Q85,8065001,874,324,535,14,394,3,397,200,194,0,0.00028240
