preprocessor,sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
Baseline_NoOp,338002,2388,384,1987,16,532,3,535,209,323,0,0.00039100
Baseline_NoOp,387002,963,478,469,16,538,3,541,215,323,0,0.00039460
Baseline_NoOp,486003,1379,596,768,13,534,3,537,211,323,0,0.00039220
Baseline_NoOp,699002,923,194,719,10,393,3,396,199,194,0,0.00028180
Baseline_NoOp,1000004,1095,600,482,12,533,3,536,210,323,0,0.00039160
Baseline_NoOp,1205000,1422,628,773,21,534,4,538,211,323,0,0.00039460
Baseline_NoOp,1342027,949,449,485,14,533,3,536,210,323,0,0.00039160
Baseline_NoOp,1342078,804,432,359,12,537,3,540,214,323,0,0.00039400
Baseline_NoOp,1398001,1176,505,657,13,398,3,401,204,194,0,0.00028480
Baseline_NoOp,1503002,494,173,310,11,392,3,395,198,194,0,0.00028120
Baseline_NoOp,1503003,494,167,310,16,403,3,406,209,194,0,0.00028780
Baseline_NoOp,1525025,821,467,339,14,534,3,537,211,323,0,0.00039220
Baseline_NoOp,2006001,924,544,363,16,533,4,537,210,323,0,0.00039400
Baseline_NoOp,2295000,922,495,412,13,536,3,539,213,323,0,0.00039340
Baseline_NoOp,3255000,1444,650,781,12,538,3,541,215,323,0,0.00039460
Baseline_NoOp,3378000,4006,396,3595,13,533,3,536,210,323,0,0.00039160
Baseline_NoOp,3693000,808,419,378,10,533,4,537,210,323,0,0.00039400
Baseline_NoOp,3703001,1122,582,519,19,532,4,536,209,323,0,0.00039340
Baseline_NoOp,3711010,765,428,314,21,533,3,536,210,323,0,0.00039160
Baseline_NoOp,3716000,996,529,454,12,531,3,534,208,323,0,0.00039040
Baseline_NoOp,3742003,909,492,395,21,533,4,537,210,323,0,0.00039400
Baseline_NoOp,3939000,827,485,326,16,396,3,399,202,194,0,0.00028360
Baseline_NoOp,3939001,809,451,339,17,394,3,397,200,194,0,0.00028240
Baseline_NoOp,3939002,860,460,369,30,395,3,398,201,194,0,0.00028300
Baseline_NoOp,3947006,932,511,399,21,395,4,399,201,194,0,0.00028540
Baseline_NoOp,3983001,827,442,364,20,536,4,540,213,323,0,0.00039580
Baseline_NoOp,4265001,1303,606,678,18,533,4,537,210,323,0,0.00039400
Baseline_NoOp,4554002,941,392,532,15,394,4,398,200,194,0,0.00028480
Baseline_NoOp,5060000,2196,522,1665,9,537,3,540,214,323,0,0.00039400
Baseline_NoOp,5123004,1450,975,428,45,534,4,538,211,323,0,0.00039460
Baseline_NoOp,5385001,1685,568,1116,0,534,3,537,211,323,0,0.00039220
Baseline_NoOp,5388002,1457,611,830,14,531,4,535,208,323,0,0.00039280
Baseline_NoOp,5486002,1163,618,510,34,532,3,535,209,323,0,0.00039100
Baseline_NoOp,5502000,960,500,444,15,534,3,537,211,323,0,0.00039220
Baseline_NoOp,5652001,891,478,394,18,536,3,539,213,323,0,0.00039340
Baseline_NoOp,5694002,1107,515,576,15,531,5,536,208,323,0,0.00039520
Baseline_NoOp,5816002,935,496,426,12,534,3,537,211,323,0,0.00039220
Baseline_NoOp,5992000,1198,513,672,11,532,3,535,209,323,0,0.00039100
Baseline_NoOp,6040004,1049,499,535,14,536,3,539,213,323,0,0.00039340
Baseline_NoOp,6471007,1210,397,801,12,393,3,396,199,194,0,0.00028180
Baseline_NoOp,6580000,963,598,348,16,533,3,536,210,323,0,0.00039160
Baseline_NoOp,6580003,1297,634,662,0,534,3,537,211,323,0,0.00039220
Baseline_NoOp,6771003,1090,480,593,16,532,3,535,209,323,0,0.00039100
Baseline_NoOp,6871002,970,512,438,18,531,4,535,208,323,0,0.00039280
Baseline_NoOp,7072001,709,381,1825,24,395,4,399,201,194,0,0.00028540
Baseline_NoOp,7570002,974,512,447,13,532,3,535,209,323,0,0.00039100
Baseline_NoOp,7726000,1046,587,443,15,533,3,536,210,323,0,0.00039160
Baseline_NoOp,7938001,891,498,371,21,531,4,535,208,323,0,0.00039280
Baseline_NoOp,7938006,1393,949,430,13,541,3,544,218,323,0,0.00039640
Baseline_NoOp,7938007,921,492,412,16,537,3,540,214,323,0,0.00039400
Baseline_NoOp,8065000,808,436,345,25,396,5,401,202,194,0,0.00028840
Baseline_NoOp,8065001,762,436,311,14,394,3,397,200,194,0,0.00028240
Baseline_NoOp,8204002,1006,521,470,15,535,3,538,212,323,0,0.00039280
Baseline_NoOp,8401010,1078,681,375,20,534,3,537,211,323,0,0.00039220
Baseline_NoOp,8583000,841,456,374,10,532,3,535,209,323,0,0.00039100
Baseline_NoOp,8771005,1700,302,1370,27,530,3,533,207,323,0,0.00038980
Baseline_NoOp,8803002,2065,443,1609,11,536,3,539,213,323,0,0.00039340
Baseline_NoOp,8899001,1313,929,358,25,531,4,535,208,323,0,0.00039280
Baseline_NoOp,9156003,863,502,331,29,533,4,537,210,323,0,0.00039400
Baseline_NoOp,9236007,1043,523,503,16,536,3,539,213,323,0,0.00039340
Baseline_NoOp,9236008,1073,799,250,22,533,3,536,210,323,192,0.00040312
Baseline_NoOp,9729001,849,353,464,31,393,3,396,199,194,0,0.00028180
Baseline_NoOp,9729002,876,359,505,11,397,3,400,203,194,0,0.00028420
Baseline_NoOp,9769001,1122,642,455,24,532,3,535,209,323,0,0.00039100
Baseline_NoOp,9800009,912,492,405,14,535,3,538,212,323,0,0.00039280
Baseline_NoOp,9800012,762,466,278,17,533,3,536,210,323,0,0.00039160
Baseline_NoOp,10023000,1028,428,577,22,531,5,536,208,323,0,0.00039520
Baseline_NoOp,10216004,1075,476,585,13,539,3,542,216,323,0,0.00039520
Baseline_NoOp,10534005,913,461,436,15,532,4,536,209,323,0,0.00039340
Baseline_NoOp,10793001,854,461,372,20,534,4,538,211,323,0,0.00039460
Baseline_NoOp,10920001,1019,520,469,28,531,5,536,208,323,0,0.00039520
Baseline_NoOp,11184008,893,453,421,18,392,4,396,198,194,0,0.00028360
Baseline_NoOp,11291003,1130,475,634,20,532,4,536,209,323,0,0.00039340
Baseline_NoOp,11364000,1337,643,677,16,535,3,538,212,323,0,0.00039280
Baseline_NoOp,12047000,955,417,523,14,540,3,543,217,323,0,0.00039580
Baseline_NoOp,12062002,1125,618,488,19,533,4,537,210,323,0,0.00039400
Baseline_NoOp,12085017,1022,344,659,17,532,3,535,209,323,0,0.00039100
Baseline_NoOp,12230002,972,457,502,13,535,3,538,212,323,0,0.00039280
Baseline_NoOp,12238002,1012,449,543,20,532,4,536,209,323,0,0.00039340
Baseline_NoOp,12448000,850,401,434,14,531,3,534,208,323,0,0.00039040
Baseline_NoOp,12455001,779,422,333,23,538,4,542,215,323,0,0.00039700
Baseline_NoOp,12543002,887,458,402,25,533,5,538,210,323,0,0.00039640
Baseline_NoOp,12700001,1134,642,479,12,534,3,537,211,323,0,0.00039220
Baseline_NoOp,12733000,710,417,278,14,531,3,534,208,323,0,0.00039040
Baseline_NoOp,12764004,750,415,324,11,532,3,535,209,323,0,0.00039100
Baseline_NoOp,13031001,995,413,565,16,537,3,540,214,323,0,0.00039400
Baseline_NoOp,13414003,1104,455,635,12,534,3,537,211,323,192,0.00040372
Baseline_NoOp,13490000,872,488,366,17,532,3,535,209,323,0,0.00039100
Baseline_NoOp,13991003,987,646,327,13,394,3,397,200,194,0,0.00028240
Baseline_NoOp,14056001,1092,654,423,14,399,3,402,205,194,0,0.00028540
