sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,929,183,463,282,192,53,245,127,65,0,0.00025540
235536_93_1,766,234,311,220,326,37,363,196,130,193,0.00032198
