sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,948,179,619,149,99,35,134,34,65,0,0.00015640
235536_93_1,997,192,680,124,215,18,233,85,130,129,0.00020594
