sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
212450_70_1,1141,190,707,243,192,44,236,127,65,0,0.00023380
235536_93_1,758,167,376,214,317,44,361,187,130,193,0.00033338
