preprocessor,sample_id,end_to_end_ms,send_to_response_created_ms,response_created_to_first_token_ms,first_token_to_done_ms,input_tokens,output_tokens,total_tokens,text_input_tokens,image_input_tokens,cached_tokens,total_cost_usd
Downsampler,3378000,473,155,295,22,394,3,397,200,194,0,0.00028240
Downsampler,3693000,443,150,276,17,394,4,398,200,194,192,0.00029632
Downsampler,3703001,712,177,517,17,393,3,396,199,194,192,0.00029332
Downsampler,3711010,642,151,480,11,394,3,397,200,194,0,0.00028240
Downsampler,3716000,461,166,276,19,392,3,395,198,194,0,0.00028120
Downsampler,3742003,576,239,322,14,394,3,397,200,194,0,0.00028240
Downsampler,3939000,697,149,533,13,396,3,399,202,194,0,0.00028360
Downsampler,3939001,466,156,300,9,394,3,397,200,194,0,0.00028240
Downsampler,3939002,667,153,488,25,395,3,398,201,194,0,0.00028300
Downsampler,3947006,669,161,490,17,395,4,399,201,194,0,0.00028540
Downsampler,3983001,483,162,298,22,397,4,401,203,194,0,0.00028660
Downsampler,4265001,926,169,738,18,394,4,398,200,194,192,0.00029632
Downsampler,4554002,624,155,448,19,394,4,398,200,194,0,0.00028480
Downsampler,5060000,468,161,290,16,398,3,401,204,194,192,0.00029632
Downsampler,5123004,491,164,303,22,395,4,399,201,194,0,0.00028540
Downsampler,5385001,719,160,500,58,395,3,398,201,194,0,0.00028300
Downsampler,5388002,484,166,296,20,392,4,396,198,194,0,0.00028360
Downsampler,5486002,494,175,306,12,393,3,396,199,194,0,0.00028180
Downsampler,5502000,1706,148,1536,21,395,3,398,201,194,0,0.00028300
Downsampler,5652001,444,161,266,16,397,3,400,203,194,0,0.00028420
Downsampler,5694002,560,157,378,24,392,5,397,198,194,192,0.00029752
Downsampler,5816002,425,164,247,13,395,3,398,201,194,0,0.00028300
Downsampler,5992000,733,160,559,13,393,3,396,199,194,192,0.00029332
Downsampler,6040004,853,169,664,19,397,3,400,203,194,192,0.00029572
Downsampler,6471007,587,159,402,24,393,3,396,199,194,192,0.00029332
Downsampler,6580000,542,162,358,21,394,3,397,200,194,0,0.00028240
Downsampler,6580003,1460,159,1288,12,395,3,398,201,194,192,0.00029452
Downsampler,6771003,725,157,548,20,393,3,396,199,194,192,0.00029332
Downsampler,6871002,610,160,433,17,392,3,395,198,194,0,0.00028120
Downsampler,7072001,490,149,324,16,395,4,399,201,194,0,0.00028540
Downsampler,7570002,492,185,287,19,393,3,396,199,194,0,0.00028180
Downsampler,7726000,437,167,259,9,394,3,397,200,194,0,0.00028240
Downsampler,7938001,708,157,538,12,392,3,395,198,194,192,0.00029272
Downsampler,7938006,430,152,267,10,402,3,405,208,194,0,0.00028720
Downsampler,7938007,434,149,271,13,398,3,401,204,194,0,0.00028480
Grayscale,338002,652,313,317,21,532,4,536,209,323,0,0.00039340
Grayscale,387002,917,433,466,17,538,3,541,215,323,0,0.00039460
Grayscale,486003,869,416,438,14,534,3,537,211,323,0,0.00039220
Grayscale,699002,518,173,325,20,393,3,396,199,194,0,0.00028180
Grayscale,1000004,858,435,408,14,533,3,536,210,323,0,0.00039160
Grayscale,1205000,783,421,345,16,534,4,538,211,323,192,0.00040612
Grayscale,1342027,1363,410,729,223,533,3,536,210,323,192,0.00040312
Grayscale,1342078,905,413,413,78,537,3,540,214,323,192,0.00040552
Grayscale,1398001,1997,415,1581,0,398,3,401,204,194,0,0.00028480
Grayscale,1503002,493,170,276,46,392,3,395,198,194,0,0.00028120
Grayscale,1503003,480,180,285,14,403,3,406,209,194,0,0.00028780
Grayscale,1525025,648,295,332,20,534,3,537,211,323,0,0.00039220
Grayscale,2006001,841,392,432,16,533,4,537,210,323,0,0.00039400
Grayscale,2295000,716,339,353,23,536,3,539,213,323,0,0.00039340
Grayscale,3255000,668,329,329,10,538,3,541,215,323,0,0.00039460
Grayscale,3378000,724,324,385,14,533,3,536,210,323,0,0.00039160
Grayscale,3693000,765,415,332,18,533,4,537,210,323,0,0.00039400
Grayscale,3703001,821,416,397,6,532,4,536,209,323,0,0.00039340
Grayscale,3711010,679,353,307,18,533,3,536,210,323,192,0.00040312
Grayscale,3716000,1008,340,653,14,531,3,534,208,323,0,0.00039040
Grayscale,3742003,658,315,322,20,533,3,536,210,323,0,0.00039160
Grayscale,3939000,724,360,352,11,396,3,399,202,194,192,0.00029512
Grayscale,3939001,637,318,304,14,394,3,397,200,194,0,0.00028240
Grayscale,3939002,1028,332,675,21,395,3,398,201,194,192,0.00029452
Grayscale,3947006,746,406,325,14,395,4,399,201,194,192,0.00029692
Grayscale,3983001,766,407,346,12,536,4,540,213,323,0,0.00039580
Grayscale,4265001,778,406,354,17,533,4,537,210,323,192,0.00040552
Grayscale,4554002,563,204,339,19,394,4,398,200,194,0,0.00028480
Grayscale,5060000,907,423,470,13,537,3,540,214,323,0,0.00039400
Grayscale,5123004,2099,409,1677,12,534,4,538,211,323,0,0.00039460
Grayscale,5385001,899,430,449,19,534,3,537,211,323,0,0.00039220
Grayscale,5388002,1612,429,1165,16,531,4,535,208,323,192,0.00040432
Grayscale,5486002,1984,321,1649,13,532,3,535,209,323,0,0.00039100
Grayscale,5502000,621,304,302,14,534,3,537,211,323,192,0.00040372
Grayscale,5652001,659,298,326,33,536,4,540,213,323,0,0.00039580
Grayscale,5694002,840,459,357,23,531,5,536,208,323,0,0.00039520
Grayscale,5816002,831,321,497,12,534,3,537,211,323,192,0.00040372
Grayscale,5992000,797,345,436,15,532,3,535,209,323,0,0.00039100
Grayscale,6040004,676,313,347,15,536,3,539,213,323,0,0.00039340
Grayscale,6471007,872,314,541,16,393,4,397,199,194,0,0.00028420
Grayscale,6580000,800,400,376,23,533,3,536,210,323,0,0.00039160
Grayscale,6580003,802,446,341,13,534,3,537,211,323,0,0.00039220
Grayscale,6771003,701,302,384,14,532,3,535,209,323,0,0.00039100
Grayscale,6871002,694,312,369,12,531,3,534,208,323,0,0.00039040
Grayscale,7072001,1648,205,1423,20,395,4,399,201,194,0,0.00028540
Grayscale,7570002,869,302,549,17,532,3,535,209,323,0,0.00039100
Grayscale,7726000,908,452,441,14,533,3,536,210,323,0,0.00039160
Grayscale,7938001,834,429,381,23,531,3,534,208,323,0,0.00039040
Grayscale,7938006,1688,434,1240,13,541,3,544,218,323,0,0.00039640
Grayscale,7938007,836,441,388,7,537,3,540,214,323,0,0.00039400
Jpeg_Q85,338002,1068,346,710,11,532,3,535,209,323,0,0.00039100
Jpeg_Q85,387002,1134,505,620,8,538,3,541,215,323,0,0.00039460
Jpeg_Q85,486003,810,448,346,15,534,3,537,211,323,0,0.00039220
Jpeg_Q85,699002,1028,175,839,14,393,3,396,199,194,0,0.00028180
Jpeg_Q85,1000004,1294,498,777,18,533,3,536,210,323,192,0.00040312
Jpeg_Q85,1205000,961,503,440,17,534,4,538,211,323,0,0.00039460
Jpeg_Q85,1342027,795,424,335,35,533,4,537,210,323,0,0.00039400
Jpeg_Q85,1342078,896,416,457,22,537,3,540,214,323,0,0.00039400
Jpeg_Q85,1398001,802,434,353,13,398,3,401,204,194,0,0.00028480
Jpeg_Q85,1503002,821,210,600,10,392,3,395,198,194,0,0.00028120
Jpeg_Q85,1503003,589,188,390,10,403,3,406,209,194,0,0.00028780
Jpeg_Q85,1525025,648,335,290,22,534,3,537,211,323,0,0.00039220
Jpeg_Q85,2006001,806,440,344,21,533,5,538,210,323,0,0.00039640
Jpeg_Q85,2295000,832,418,400,12,536,3,539,213,323,0,0.00039340
Jpeg_Q85,3255000,828,393,411,23,538,3,541,215,323,0,0.00039460
Jpeg_Q85,3378000,889,402,481,6,533,3,536,210,323,192,0.00040312
Jpeg_Q85,3693000,835,434,392,8,533,4,537,210,323,0,0.00039400
Jpeg_Q85,3703001,868,468,383,17,532,4,536,209,323,192,0.00040492
Jpeg_Q85,3711010,828,408,401,18,533,3,536,210,323,0,0.00039160
Jpeg_Q85,3716000,1042,433,594,13,531,3,534,208,323,0,0.00039040
Jpeg_Q85,3742003,720,332,371,16,533,4,537,210,323,0,0.00039400
Jpeg_Q85,3939000,711,388,311,11,396,3,399,202,194,0,0.00028360
Jpeg_Q85,3939001,2050,399,1637,13,394,3,397,200,194,0,0.00028240
Jpeg_Q85,3939002,863,414,434,13,395,3,398,201,194,0,0.00028300
Jpeg_Q85,3947006,1946,433,1486,26,395,5,400,201,194,0,0.00028780
Jpeg_Q85,3983001,922,434,469,17,536,4,540,213,323,0,0.00039580
Jpeg_Q85,4265001,796,449,334,12,533,4,537,210,323,192,0.00040552
Jpeg_Q85,4554002,599,200,362,35,394,4,398,200,194,0,0.00028480
Jpeg_Q85,5060000,2197,495,1687,15,537,3,540,214,323,0,0.00039400
Jpeg_Q85,5123004,2207,461,1416,330,534,4,538,211,323,0,0.00039460
Jpeg_Q85,5385001,1188,432,736,19,534,3,537,211,323,192,0.00040372
Jpeg_Q85,5388002,832,442,370,20,531,4,535,208,323,0,0.00039280
Jpeg_Q85,5486002,1348,426,903,19,532,3,535,209,323,0,0.00039100
Jpeg_Q85,5502000,2293,362,1615,316,534,3,537,211,323,0,0.00039220
Jpeg_Q85,5652001,890,295,582,12,536,3,539,213,323,0,0.00039340
Jpeg_Q85,5694002,1128,490,605,32,531,5,536,208,323,0,0.00039520
Jpeg_Q85,5816002,1228,347,865,15,534,3,537,211,323,0,0.00039220
Jpeg_Q85,5992000,791,406,369,15,532,3,535,209,323,0,0.00039100
Jpeg_Q85,6040004,790,387,389,14,536,3,539,213,323,0,0.00039340
Jpeg_Q85,6471007,669,295,334,39,393,4,397,199,194,192,0.00029572
Jpeg_Q85,6580000,1043,432,597,13,533,3,536,210,323,0,0.00039160
Jpeg_Q85,6580003,959,446,499,13,534,3,537,211,323,0,0.00039220
Jpeg_Q85,6771003,1099,321,766,11,532,3,535,209,323,192,0.00040252
Jpeg_Q85,6871002,1002,422,559,20,531,4,535,208,323,0,0.00039280
Jpeg_Q85,7072001,1670,280,1376,12,395,4,399,201,194,0,0.00028540
Jpeg_Q85,7570002,804,389,400,14,532,3,535,209,323,192,0.00040252
Jpeg_Q85,7726000,2204,475,1717,11,533,3,536,210,323,0,0.00039160
Jpeg_Q85,7938001,1161,472,660,28,531,3,534,208,323,0,0.00039040
Jpeg_Q85,7938006,911,461,437,12,541,3,544,218,323,0,0.00039640
Jpeg_Q85,7938007,1125,489,610,25,537,3,540,214,323,0,0.00039400
WebP_Lossy_Q85,338002,929,341,576,11,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,387002,813,473,324,15,538,3,541,215,323,0,0.00039460
WebP_Lossy_Q85,486003,847,420,415,10,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,699002,513,220,282,10,393,3,396,199,194,0,0.00028180
WebP_Lossy_Q85,1000004,796,459,322,14,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,1205000,1238,644,577,16,534,4,538,211,323,192,0.00040612
WebP_Lossy_Q85,1342027,744,362,359,22,533,3,536,210,323,192,0.00040312
WebP_Lossy_Q85,1342078,749,363,376,9,537,3,540,214,323,0,0.00039400
WebP_Lossy_Q85,1398001,782,442,327,12,398,3,401,204,194,0,0.00028480
WebP_Lossy_Q85,1503002,565,235,316,13,392,3,395,198,194,0,0.00028120
WebP_Lossy_Q85,1503003,474,229,228,16,403,3,406,209,194,0,0.00028780
WebP_Lossy_Q85,1525025,654,329,314,11,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,2006001,797,380,403,13,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,2295000,955,378,557,18,536,3,539,213,323,192,0.00040492
WebP_Lossy_Q85,3255000,735,349,371,14,538,3,541,215,323,0,0.00039460
WebP_Lossy_Q85,3378000,629,325,288,15,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,3693000,732,395,319,17,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,3703001,823,488,301,32,532,4,536,209,323,0,0.00039340
WebP_Lossy_Q85,3711010,876,356,506,14,533,3,536,210,323,192,0.00040312
WebP_Lossy_Q85,3716000,1156,391,748,16,531,3,534,208,323,0,0.00039040
WebP_Lossy_Q85,3742003,897,319,555,22,533,4,537,210,323,0,0.00039400
WebP_Lossy_Q85,3939000,784,361,398,24,396,3,399,202,194,0,0.00028360
WebP_Lossy_Q85,3939001,2017,364,1631,21,394,3,397,200,194,0,0.00028240
WebP_Lossy_Q85,3939002,931,356,558,16,395,3,398,201,194,0,0.00028300
WebP_Lossy_Q85,3947006,808,418,366,22,395,4,399,201,194,0,0.00028540
WebP_Lossy_Q85,3983001,996,422,553,20,536,4,540,213,323,0,0.00039580
WebP_Lossy_Q85,4265001,813,447,352,13,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,4554002,520,233,271,15,394,4,398,200,194,0,0.00028480
WebP_Lossy_Q85,5060000,830,452,367,10,537,3,540,214,323,192,0.00040552
WebP_Lossy_Q85,5123004,1158,377,764,17,534,4,538,211,323,0,0.00039460
WebP_Lossy_Q85,5385001,840,477,322,40,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,5388002,954,489,442,22,531,4,535,208,323,0,0.00039280
WebP_Lossy_Q85,5486002,663,363,289,9,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,5502000,819,367,443,8,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,5652001,582,246,313,21,536,4,540,213,323,192,0.00040732
WebP_Lossy_Q85,5694002,998,546,418,32,531,5,536,208,323,0,0.00039520
WebP_Lossy_Q85,5816002,651,350,286,15,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,5992000,1065,407,640,18,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,6040004,638,333,284,20,536,3,539,213,323,0,0.00039340
WebP_Lossy_Q85,6471007,578,321,241,15,393,3,396,199,194,0,0.00028180
WebP_Lossy_Q85,6580000,2051,465,1572,12,533,3,536,210,323,0,0.00039160
WebP_Lossy_Q85,6580003,811,471,328,12,534,3,537,211,323,0,0.00039220
WebP_Lossy_Q85,6771003,700,362,318,19,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,6871002,820,362,431,26,531,4,535,208,323,0,0.00039280
WebP_Lossy_Q85,7072001,549,227,299,21,395,4,399,201,194,0,0.00028540
WebP_Lossy_Q85,7570002,735,341,394,0,532,3,535,209,323,0,0.00039100
WebP_Lossy_Q85,7726000,832,493,323,15,533,3,536,210,323,192,0.00040312
WebP_Lossy_Q85,7938001,859,544,295,19,531,3,534,208,323,192,0.00040192
WebP_Lossy_Q85,7938006,962,474,474,12,541,3,544,218,323,192,0.00040792
WebP_Lossy_Q85,7938007,832,471,358,2,537,3,540,214,323,192,0.00040552
GazeRoi+GlobalThumb,338002,1032,386,631,13,532,3,535,209,323,0,0.00039100
GazeRoi+GlobalThumb,387002,1308,532,774,0,538,3,541,215,323,0,0.00039460
GazeRoi+GlobalThumb,486003,1016,566,431,18,534,3,537,211,323,0,0.00039220
GazeRoi+GlobalThumb,699002,1512,206,1294,11,393,3,396,199,194,0,0.00028180
GazeRoi+GlobalThumb,1000004,1443,639,788,15,533,3,536,210,323,0,0.00039160
GazeRoi+GlobalThumb,1205000,1037,657,363,16,534,4,538,211,323,0,0.00039460
GazeRoi+GlobalThumb,1342027,844,456,372,16,533,3,536,210,323,0,0.00039160
GazeRoi+GlobalThumb,1342078,927,425,489,12,537,3,540,214,323,0,0.00039400
GazeRoi+GlobalThumb,1398001,926,538,351,36,398,3,401,204,194,0,0.00028480
GazeRoi+GlobalThumb,1503002,548,180,365,1,392,3,395,198,194,0,0.00028120
GazeRoi+GlobalThumb,1503003,1606,189,1405,12,403,3,406,209,194,0,0.00028780
GazeRoi+GlobalThumb,1525025,789,474,302,12,534,3,537,211,323,0,0.00039220
GazeRoi+GlobalThumb,2006001,1005,628,361,15,533,4,537,210,323,0,0.00039400
GazeRoi+GlobalThumb,2295000,1087,678,396,12,536,3,539,213,323,192,0.00040492
GazeRoi+GlobalThumb,3255000,852,473,367,11,538,3,541,215,323,0,0.00039460
GazeRoi+GlobalThumb,3378000,2198,436,1753,8,533,3,536,210,323,507,0.00042202
GazeRoi+GlobalThumb,3693000,857,449,387,20,533,3,536,210,323,0,0.00039160
GazeRoi+GlobalThumb,3703001,1092,593,468,30,532,4,536,209,323,0,0.00039340
GazeRoi+GlobalThumb,3711010,2066,402,1654,9,533,3,536,210,323,0,0.00039160
GazeRoi+GlobalThumb,3716000,1739,718,1003,16,531,3,534,208,323,0,0.00039040
GazeRoi+GlobalThumb,3742003,1054,628,404,21,533,4,537,210,323,0,0.00039400
GazeRoi+GlobalThumb,3939000,1081,524,546,9,396,3,399,202,194,0,0.00028360
GazeRoi+GlobalThumb,3939001,937,481,441,14,394,3,397,200,194,0,0.00028240
GazeRoi+GlobalThumb,3939002,876,519,306,50,395,3,398,201,194,0,0.00028300
GazeRoi+GlobalThumb,3947006,872,504,345,21,395,4,399,201,194,0,0.00028540
GazeRoi+GlobalThumb,3983001,1077,473,580,23,536,4,540,213,323,0,0.00039580
GazeRoi+GlobalThumb,4265001,1008,641,349,18,533,4,537,210,323,0,0.00039400
GazeRoi+GlobalThumb,4554002,974,398,557,18,394,4,398,200,194,0,0.00028480
GazeRoi+GlobalThumb,5060000,926,502,409,15,537,3,540,214,323,192,0.00040552
GazeRoi+GlobalThumb,5123004,842,437,387,18,534,4,538,211,323,0,0.00039460
GazeRoi+GlobalThumb,5385001,1162,603,547,12,534,3,537,211,323,0,0.00039220
GazeRoi+GlobalThumb,5388002,1189,582,581,25,531,4,535,208,323,0,0.00039280
GazeRoi+GlobalThumb,5486002,1053,620,418,13,532,3,535,209,323,0,0.00039100
GazeRoi+GlobalThumb,5502000,983,553,328,101,534,3,537,211,323,0,0.00039220
GazeRoi+GlobalThumb,5652001,856,435,401,20,536,4,540,213,323,192,0.00040732
GazeRoi+GlobalThumb,5694002,1064,590,448,24,531,5,536,208,323,0,0.00039520
GazeRoi+GlobalThumb,5816002,882,484,380,17,534,3,537,211,323,0,0.00039220
GazeRoi+GlobalThumb,5992000,911,506,387,17,532,3,535,209,323,0,0.00039100
GazeRoi+GlobalThumb,6040004,1042,506,535,0,536,3,539,213,323,0,0.00039340
GazeRoi+GlobalThumb,6471007,765,431,315,18,393,3,396,199,194,0,0.00028180
GazeRoi+GlobalThumb,6580000,1251,862,375,13,533,3,536,210,323,0,0.00039160
GazeRoi+GlobalThumb,6580003,914,545,359,9,534,3,537,211,323,192,0.00040372
GazeRoi+GlobalThumb,6771003,790,471,300,18,532,3,535,209,323,0,0.00039100
GazeRoi+GlobalThumb,6871002,2184,608,1565,11,531,3,534,208,323,0,0.00039040
GazeRoi+GlobalThumb,7072001,743,399,328,15,395,4,399,201,194,0,0.00028540
GazeRoi+GlobalThumb,7570002,927,526,382,19,532,3,535,209,323,192,0.00040252
GazeRoi+GlobalThumb,7726000,1489,661,812,14,533,3,536,210,323,0,0.00039160
GazeRoi+GlobalThumb,7938001,828,467,348,11,531,3,534,208,323,0,0.00039040
GazeRoi+GlobalThumb,7938006,935,510,406,18,541,3,544,218,323,0,0.00039640
GazeRoi+GlobalThumb,7938007,1130,631,487,12,537,3,540,214,323,192,0.00040552
SalientRoi+GlobalThumb,338002,825,403,402,19,532,3,535,209,323,0,0.00039100
SalientRoi+GlobalThumb,387002,918,501,399,17,538,3,541,215,323,502,0.00042472
SalientRoi+GlobalThumb,486003,1050,606,427,15,534,3,537,211,323,0,0.00039220
SalientRoi+GlobalThumb,699002,641,188,438,15,393,3,396,199,194,0,0.00028180
SalientRoi+GlobalThumb,1000004,1090,640,436,14,533,3,536,210,323,0,0.00039160
SalientRoi+GlobalThumb,1205000,1209,622,563,23,534,4,538,211,323,192,0.00040612
SalientRoi+GlobalThumb,1342027,973,433,527,12,533,3,536,210,323,0,0.00039160
SalientRoi+GlobalThumb,1342078,871,431,423,16,537,3,540,214,323,0,0.00039400
SalientRoi+GlobalThumb,1398001,965,654,298,13,398,3,401,204,194,0,0.00028480
SalientRoi+GlobalThumb,1503002,643,190,434,18,392,3,395,198,194,0,0.00028120
SalientRoi+GlobalThumb,1503003,516,183,315,17,403,3,406,209,194,0,0.00028780
SalientRoi+GlobalThumb,1525025,783,453,312,17,534,3,537,211,323,0,0.00039220
SalientRoi+GlobalThumb,2006001,1020,589,410,20,533,4,537,210,323,0,0.00039400
SalientRoi+GlobalThumb,2295000,871,503,352,15,536,3,539,213,323,0,0.00039340
SalientRoi+GlobalThumb,3255000,865,512,340,13,538,3,541,215,323,0,0.00039460
SalientRoi+GlobalThumb,3378000,1106,444,648,13,533,3,536,210,323,0,0.00039160
SalientRoi+GlobalThumb,3693000,874,412,436,25,533,4,537,210,323,0,0.00039400
SalientRoi+GlobalThumb,3703001,1098,711,363,23,532,5,537,209,323,0,0.00039580
SalientRoi+GlobalThumb,3711010,797,429,350,17,533,3,536,210,323,0,0.00039160
SalientRoi+GlobalThumb,3716000,1012,654,344,12,531,3,534,208,323,0,0.00039040
SalientRoi+GlobalThumb,3742003,950,488,440,21,533,4,537,210,323,0,0.00039400
SalientRoi+GlobalThumb,3939000,1138,506,616,15,396,3,399,202,194,0,0.00028360
SalientRoi+GlobalThumb,3939001,952,466,484,1,394,3,397,200,194,0,0.00028240
SalientRoi+GlobalThumb,3939002,1006,507,489,9,395,3,398,201,194,0,0.00028300
SalientRoi+GlobalThumb,3947006,1389,520,852,17,395,4,399,201,194,192,0.00029692
SalientRoi+GlobalThumb,3983001,907,510,383,13,536,4,540,213,323,0,0.00039580
SalientRoi+GlobalThumb,4265001,1029,656,352,21,533,4,537,210,323,0,0.00039400
SalientRoi+GlobalThumb,4554002,720,407,288,24,394,4,398,200,194,0,0.00028480
SalientRoi+GlobalThumb,5060000,976,472,485,18,537,3,540,214,323,0,0.00039400
SalientRoi+GlobalThumb,5123004,7251,426,6809,15,534,4,538,211,323,0,0.00039460
SalientRoi+GlobalThumb,5385001,1384,897,471,15,534,3,537,211,323,0,0.00039220
SalientRoi+GlobalThumb,5388002,966,607,337,21,531,4,535,208,323,0,0.00039280
SalientRoi+GlobalThumb,5486002,1446,607,824,15,532,3,535,209,323,0,0.00039100
SalientRoi+GlobalThumb,5502000,1091,654,416,20,534,3,537,211,323,0,0.00039220
SalientRoi+GlobalThumb,5652001,841,432,386,22,536,3,539,213,323,0,0.00039340
SalientRoi+GlobalThumb,5694002,958,495,441,21,531,4,535,208,323,0,0.00039280
SalientRoi+GlobalThumb,5816002,936,490,429,16,534,3,537,211,323,0,0.00039220
